ID,No.,Type,Star,Name,Doll ID,Doll,Damage,Accuracy,Evasion,Move Speed,Rate of Fire,Crit.Rate,Crit.Damage,Armor Pen.,Armor,Shield,Damage Amplify,Damage Reduction,Night View,Rounds,Equip Exp,Equip Level,Adjust Count,Locked
11679289,16,Night Equip,★★★★★,PEQ-16A,74058055,Ribeyrolles,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,0,0,15,Locked
11758241,121,Exo,★★★★★,16Lab T4 Exoskeleton,55958150,C-MS,-6,-,35,-,-,-,-,-,-,-,-,-,-,-,10050,10,0,Locked
11764243,32,HV Round,★★★★★,APCR High-Velocity Ammo,19315248,Gr G11 Mod,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,3,Locked
11765025,66,Silencer,★★★★★,AC4 Suppressor,-,-,-,-,10,-,-,-,16%,-,-,-,-,-,-,-,7625,9,7,Locked
11781085,76,Buckshot Shell,★★★★★,#000 Buckshot,-,-,15,-,-,-,-,22%,-,-,-,-,-,-,-,-,10050,10,16,Locked
11782140,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,75882633,QJY-88,-,-,-,-,-,-,-,169,-,-,-,-,-,-,10000,10,0,Locked
11806644,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,98176543,Kar98k,-,-,-,-,-,-,-,180,-,-,-,-,-,-,10000,10,10,Locked
11809285,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,28115697,Lee Enfield,-,-,-,-,-,-,-,180,-,-,-,-,-,-,10000,10,8,Locked
11809286,72,HP Round,★★★★★,ILM Hollow-Point Ammo,110936838,Five-seven,7,-,-,-,-,-,-,-9,-,-,-,-,-,-,0,0,0,Locked
11814476,32,HV Round,★★★★★,APCR High-Velocity Ammo,54564577,OTs-14,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10050,10,6,Locked
12003394,66,Silencer,★★★★★,AC4 Suppressor,30462255,Welrod MkⅡ,-,-,9,-,-,-,16%,-,-,-,-,-,-,-,7650,9,0,Locked
12023655,76,Buckshot Shell,★★★★★,#000 Buckshot,-,-,8,-,-,-,-,10%,-,-,-,-,-,-,-,-,0,0,0,Locked
12024991,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,96575029,Type88 Mod,-,-,-,-,-,-,-,179,-,-,-,-,-,-,10000,10,0,Locked
12029440,76,Buckshot Shell,★★★★★,#000 Buckshot,-,-,9,-,-,-,-,10%,-,-,-,-,-,-,-,-,0,0,0,Locked
12036073,32,HV Round,★★★★★,APCR High-Velocity Ammo,74058055,Ribeyrolles,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10125,10,4,Locked
12062052,40,T-Exo,★★★★★,IOP T4 Exoskeleton,126839661,P22,-8,-,35,-,-,-,-,-,-,-,-,-,-,-,10025,10,4,Locked
12120679,120,Red Dot,★★★★★,16Lab MARS,-,-,-,30,-,-,-1,-,-,-,-,-,-,-,-,-,10000,10,0,Locked
12204650,40,T-Exo,★★★★★,IOP T4 Exoskeleton,120912956,Gr G36c,-8,-,35,-,-,-,-,-,-,-,-,-,-,-,10025,10,1,Locked
12208439,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,172,-,-,-,-,-,-,10000,10,2,Locked
12224932,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,4018,M1918 Mod,-,-,-,-,-,-,-,172,-,-,-,-,-,-,10000,10,3,Locked
12226935,58,X-Exo,★★★★★,IOP X4 Exoskeleton,142414207,Desert Eagle,-,-,20,-,-,-,-,-,-,-,-,-,-,-,10075,10,5,Locked
12227904,66,Silencer,★★★★★,AC4 Suppressor,19309515,UMP45 Mod,-,-,10,-,-,-,15%,-,-,-,-,-,-,-,7625,9,1,Locked
12231982,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,148,-,-,-,-,-,-,2850,6,0,Locked
12233080,16,Night Equip,★★★★★,PEQ-16A,13823066,OTs-14,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,0,0,7,Locked
12247997,76,Buckshot Shell,★★★★★,#000 Buckshot,-,-,7,-,-,-,-,12%,-,-,-,-,-,-,-,-,0,0,0,Locked
12250388,32,HV Round,★★★★★,APCR High-Velocity Ammo,153241792,AK-Alfa,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10050,10,9,Locked
12252295,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,5078250,LWMMG Mod,-,-,-3,-,-,-,-,-,-,-,-,-,-,5,10025,10,1,Locked
12253228,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,156761975,RPK-16,-,-,-3,-,-,-,-,-,-,-,-,-,-,5,10025,10,1,Locked
12483240,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,145358191,Kord,-,-,-3,-,-,-,-,-,-,-,-,-,-,5,10000,10,2,Locked
12510181,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,75882633,QJY-88,-,-,-3,-,-,-,-,-,-,-,-,-,-,5,10000,10,1,Locked
12543295,107,Exclusive,★★★★★,Infinite Ammo Box,-,-,-25,-10,-2,-,-,-,-,-,-,-,-,-,-,20,0,0,0,Locked
12605028,66,Silencer,★★★★★,AC4 Suppressor,-,-,-,-,10,-,-,-,15%,-,-,-,-,-,-,-,7600,9,2,Locked
12851668,95,HP Round,★★★★★,16Lab Hollow-Point,82772160,Contender,15,-,-,-,-,-,-,-7,-,-,-,-,-,-,10000,10,0,Locked
13090210,12,Red Dot,★★★★★,ITI MARS,-,-,-,13,-,-,-3,-,-,-,-,-,-,-,-,-,0,0,0,Locked
13297860,72,HP Round,★★★★★,ILM Hollow-Point Ammo,70776230,Sei Asagiri,7,-,-,-,-,-,-,-7,-,-,-,-,-,-,0,0,0,Locked
13366309,137,Exclusive,★★★★★,Adelhyde,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
13366310,138,Exclusive,★★★★★,Flanergide,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
13366311,139,Exclusive,★★★★★,Adelhyde,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
13366312,140,Exclusive,★★★★★,Bronson Extract,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
13366313,141,Exclusive,★★★★★,Powdered Delta,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
13366314,142,Exclusive,★★★★★,Karmotrine,70601697,Jill Stingray,-,-,15,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
13366315,143,Exclusive,★★★★★,Karmotrine,70601697,Jill Stingray,-,-,15,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
13366316,144,Exclusive,★★★★★,Karmotrine,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
13518421,66,Silencer,★★★★★,AC4 Suppressor,1201162,Grizzly,-,-,10,-,-,-,15%,-,-,-,-,-,-,-,7650,9,1,Locked
13872561,146,Exclusive,★★★★★,MIRD Class-5 Rounds,-,-,19,-,-,-,-,-,-,-9,-,-,-,-,-,-,30000,10,0,Locked
13931147,148,Exclusive,★★★★★,Prosthetic Eye,-,-,-,-,-,-3,2,25%,-,-,-,-,-,-,-,-,30000,10,0,Locked
13983621,147,Exclusive,★★★★★,White Knight's Armor,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
14042637,145,Exclusive,★★★★★,Prosthetic Arm,70548198,Dana Zane,2,-,-2,-,-,-,-,-,6,-,-,-,-,-,0,0,0,Locked
14043875,66,Silencer,★★★★★,AC4 Suppressor,82772160,Contender,-,-,10,-,-,-,16%,-,-,-,-,-,-,-,8000,9,2,Locked
14098408,149,Exclusive,★★★★★,Cybernetic Hands,70986287,Alma Armas,5,-,-3,-,-,-,-,-,-,-,-,-,-,5,5650,5,3,Locked
14876820,8,Holographic,★★★★★,EOT 518,-,-,8,12,-,-,-5,-,-,-,-,-,-,-,-,-,10000,10,1,Locked
14901822,16,Night Equip,★★★★★,PEQ-16A,81814715,Micro Uzi Mod,-,-,-,-,-,-,-,-,-,-,-,-,94%,-,0,0,0,Locked
15006453,71,HP Round,★★★★,ILM Hollow-Point Ammo,34293819,Stechkin Mod,4,-,-,-,-,-,-,-5,-,-,-,-,-,-,0,0,0,Locked
15188596,66,Silencer,★★★★★,AC4 Suppressor,-,-,-,-,10,-,-,-,16%,-,-,-,-,-,-,-,7625,9,2,Locked
15241320,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,118951160,R93,-,-,-,-,-,-,-,153,-,-,-,-,-,-,4475,7,0,Locked
15320223,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,153241040,ZB-26,-,-,-,-,-,-,-,170,-,-,-,-,-,-,10000,10,2,Locked
15361148,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,153241040,ZB-26,-,-,-3,-,-,-,-,-,-,-,-,-,-,5,10000,10,1,Locked
15438716,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,104683909,M82A1,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10000,10,6,Locked
15615047,4,Optical,★★★★★,VFL 6-24X56,301486,M4 SOPMOD II Mod,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10000,10,6,Locked
15700041,72,HP Round,★★★★★,ILM Hollow-Point Ammo,84531692,Gr MP5 Mod,7,-,-,-,-,-,-,-9,-,-,-,-,-,-,0,0,0,Locked
15869684,39,T-Exo,★★★★,IOP T3 Exoskeleton,-,-,-5,-,14,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
16034559,32,HV Round,★★★★★,APCR High-Velocity Ammo,90461037,AK-12,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10050,10,6,Locked
16152095,31,HV Round,★★★★,JHP High-Velocity Ammo,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,3150,8,1,Locked
16232457,32,HV Round,★★★★★,APCR High-Velocity Ammo,43873255,AUG,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10050,10,2,Locked
16258773,161,Exclusive,★★★★★,Advanced Infantry Sight,-,-,3,-,-,-,-,-,22%,-,-,-,-,-,-,-,0,0,4,Locked
16330539,16,Night Equip,★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,1,0,0,Locked
16330540,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,5078250,LWMMG Mod,-,-,-,-,-,-,-,180,-,-,-,-,-,-,10000,10,0,Locked
16407985,110,HV Round,★★★★★,16Lab High-Velocity Ammo,137870503,Angelica,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10001,10,0,Locked
16437034,58,X-Exo,★★★★★,IOP X4 Exoskeleton,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,1,0,0,Locked
16474985,95,HP Round,★★★★★,16Lab Hollow-Point,19309515,UMP45 Mod,15,-,-,-,-,-,-,-7,-,-,-,-,-,-,10000,10,0,Locked
16566608,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,108965873,Carcano M1891,-,-,-,-,-,-,-,178,-,-,-,-,-,-,10000,10,6,Locked
16627557,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,130879258,QBU-88,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10076,10,4,Locked
16735886,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,-,-,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10051,10,9,Locked
16900136,72,HP Round,★★★★★,ILM Hollow-Point Ammo,162359717,Lusa,15,-,-,-,-,-,-,-10,-,-,-,-,-,-,10000,10,1,Locked
17068027,32,HV Round,★★★★★,APCR High-Velocity Ammo,19305477,Type97,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,4,Locked
17124029,99,Exclusive,★★★★★,Inherited Case,255983,M4A1 Mod,20,-,-,-,20,-,-,-,15,-,-,-,-,-,30001,10,6,
17166009,100,Exclusive,★★★★★,Lightweight Rail Kit,-,-,-,10,-,-,-,20%,-,-,-,-,-,-,-,-,30001,10,12,Locked
17169026,16,Night Equip,★★★★★,PEQ-16A,153241792,AK-Alfa,-,-,-,-,-,-,-,-,-,-,-,-,95%,-,1,0,0,Locked
17210600,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,89699411,HMG21,-,-,-3,-,-,-,-,-,-,-,-,-,-,5,10000,10,1,Locked
17244151,106,Exclusive,★★★★★,EOT XPS3,-,-,8,14,-,-,-,-,25%,-,-,-,-,-,-,-,30000,10,16,Locked
17309745,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,-,-,-,-,-3,-,-,-,-,-,-,-,-,-,-,4,1975,5,2,Locked
17517169,58,X-Exo,★★★★★,IOP X4 Exoskeleton,90461037,AK-12,-,-,9,-,-,-,-,-,-,-,-,-,-,-,1,0,0,Locked
17696398,72,HP Round,★★★★★,ILM Hollow-Point Ammo,89878860,Gr MP7,15,-,-,-,-,-,-,-7,-,-,-,-,-,-,10000,10,13,Locked
17882827,40,T-Exo,★★★★★,IOP T4 Exoskeleton,162359717,Lusa,-7,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,4,Locked
18039457,40,T-Exo,★★★★★,IOP T4 Exoskeleton,5336581,SR-3MP,-7,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,7,Locked
18181550,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,-,-,-,-,-3,-,-,-,-,-,-,-,-,-,-,3,650,2,1,Locked
18222109,16,Night Equip,★★★★★,PEQ-16A,99595997,P90,-,-,-,-,-,-,-,-,-,-,-,-,95%,-,0,0,0,Locked
18257028,169,Exclusive,★★★★★,Am RFB Quad Rail,-,-,-,-,-,-,-,18%,48%,-,-,-,-,-,-,-,30000,10,16,Locked
18314755,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,-,-,-,-,-3,-,-,-,-,-,-,-,-,-,-,3,1,0,1,Locked
18384362,105,Exclusive,★★★★★,PM 5-25X56,98176543,Kar98k,-,-,-,-,-,20%,48%,-,-,-,-,-,-,-,30000,10,0,Locked
18430971,168,Exclusive,★★★★★,Folding Stock,-,-,-,-,13,-,-,-,13%,-,-,-,-,-,-,-,1,0,0,Locked
18454957,40,T-Exo,★★★★★,IOP T4 Exoskeleton,99595997,P90,-8,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,5,Locked
18476977,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,-,-,-,-,-3,-,-,-,-,-,-,-,-,-,-,3,0,0,1,Locked
18578434,40,T-Exo,★★★★★,IOP T4 Exoskeleton,113721079,JS 9,-8,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,3,Locked
18631568,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,60260,M14 Mod,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10000,10,4,Locked
18657929,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,10373516,NTW-20 Mod,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10000,10,3,Locked
18660980,66,Silencer,★★★★★,AC4 Suppressor,127807907,HS2000,-,-,7,-,-,-,16%,-,-,-,-,-,-,-,7650,9,0,Locked
18679653,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,-,-,-,-,-3,-,-,-,-,-,-,-,-,-,-,3,0,0,2,Locked
18689353,66,Silencer,★★★★★,AC4 Suppressor,94520124,Px4 Storm,-,-,7,-,-,-,17%,-,-,-,-,-,-,-,7600,9,2,Locked
18692958,40,T-Exo,★★★★★,IOP T4 Exoskeleton,19309515,UMP45 Mod,-8,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,5,Locked
18715089,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,157832694,Gr SL8,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10000,10,6,Locked
18788701,16,Night Equip,★★★★★,PEQ-16A,162359717,Lusa,-,-,-,-,-,-,-,-,-,-,-,-,92%,-,0,0,0,Locked
19096723,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,108622145,Carcano M91/38,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10000,10,2,Locked
19142706,72,HP Round,★★★★★,ILM Hollow-Point Ammo,142414207,Desert Eagle,15,-,-,-,-,-,-,-10,-,-,-,-,-,-,10000,10,3,Locked
19427892,66,Silencer,★★★★★,AC4 Suppressor,110936838,Five-seven,-,-,8,-,-,-,15%,-,-,-,-,-,-,-,7650,9,0,Locked
19528842,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,-,-,-,-,-3,-,-,-,-,-,-,-,-,-,-,3,1,0,2,Locked
19537734,58,X-Exo,★★★★★,IOP X4 Exoskeleton,72710510,K11,-,-,10,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
19739675,66,Silencer,★★★★★,AC4 Suppressor,70776230,Sei Asagiri,-,-,8,-,-,-,16%,-,-,-,-,-,-,-,7625,9,0,Locked
19812979,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,-,-,-,-,-2,-,-,-,-,-,-,-,-,-,-,2,1,0,0,Locked
19905656,16,Night Equip,★★★★★,PEQ-16A,16473153,Gr G36 Mod,-,-,-,-,-,-,-,-,-,-,-,-,99%,-,0,0,0,Locked
19968632,66,Silencer,★★★★★,AC4 Suppressor,107813173,Python,-,-,8,-,-,-,16%,-,-,-,-,-,-,-,8300,9,0,Locked
20044384,8,Holographic,★★★★★,EOT 518,-,-,5,10,-,-,-4,-,-,-,-,-,-,-,-,-,10000,10,0,Locked
20155362,126,Exclusive,★★★★★,Dinergate RO,-,-,12,14,-,-,-2,-,-,-,-,-,-,-,-,-,30000,10,16,Locked
20181533,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,-,-,-,-,-2,-,-,-,-,-,-,-,-,-,-,2,0,0,0,Locked
20181535,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,96575029,Type88 Mod,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10000,10,3,Locked
20202314,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,-,-,-,-,-2,-,-,-,-,-,-,-,-,-,-,2,0,0,0,Locked
20367678,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,114,-,-,-,-,-,-,1,0,0,Locked
20431609,66,Silencer,★★★★★,AC4 Suppressor,156459441,Webley,-,-,7,-,-,-,16%,-,-,-,-,-,-,-,7600,9,0,Locked
20431619,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,-,-,-,-,-2,-,-,-,-,-,-,-,-,-,-,2,1,0,0,Locked
20446162,66,Silencer,★★★★★,AC4 Suppressor,124264693,PA-15,-,-,8,-,-,-,17%,-,-,-,-,-,-,-,7650,9,0,Locked
20518541,66,Silencer,★★★★★,AC4 Suppressor,84531692,Gr MP5 Mod,-,-,8,-,-,-,18%,-,-,-,-,-,-,-,7650,9,0,Locked
20518581,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,118951160,R93,-,-,-,-3,-,21%,-,-,-,-,-,-,-,-,10000,10,2,Locked
20614472,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,98176543,Kar98k,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10000,10,6,Locked
20687132,40,T-Exo,★★★★★,IOP T4 Exoskeleton,138078985,K-PDW,-8,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,9,Locked
20687133,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,28115697,Lee Enfield,-,-,-,-3,-,19%,-,-,-,-,-,-,-,-,10000,10,0,Locked
20710647,32,HV Round,★★★★★,APCR High-Velocity Ammo,19305106,Type95,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,6,Locked
20752889,16,Night Equip,★★★★★,PEQ-16A,754350,416 Mod,-,-,-,-,-,-,-,-,-,-,-,-,94%,-,0,0,0,Locked
20818287,129,Exclusive,★★★★★,M2 Bipod,60260,M14 Mod,-,10,-,-,-,-,48%,-,-,-,-,-,-,-,30000,10,16,Locked
20872754,43,Armor Plate,★★★★,Type 2 Armor Plate,-,-,-,-,-1,-,-,-,-,-,4,-,-,-,-,-,0,0,0,Locked
20910681,72,HP Round,★★★★★,ILM Hollow-Point Ammo,81814715,Micro Uzi Mod,11,-,-,-,-,-,-,-8,-,-,-,-,-,-,10000,10,0,Locked
20957295,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,157832694,Gr SL8,-,-,-,-,-,-,-,180,-,-,-,-,-,-,10000,10,6,Locked
20962300,79,Slug Shell,★★★★,WAD Slug,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
20962454,79,Slug Shell,★★★★,WAD Slug,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
20962660,79,Slug Shell,★★★★,WAD Slug,33364407,Elphelt,-,5,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
20962758,43,Armor Plate,★★★★,Type 2 Armor Plate,113732219,M1887,-,-,-1,-,-,-,-,-,4,-,-,-,-,-,0,0,0,Locked
21019623,127,Exclusive,★★★★★,Hi-Performance Tactical Hair Accessory,2999411,Gr G41,22,9,18,-,-,-,-,-,-,-,-,-,-,-,18376,8,0,Locked
21039551,39,T-Exo,★★★★,IOP T3 Exoskeleton,-,-,-5,-,15,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
21040049,79,Slug Shell,★★★★,WAD Slug,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
21040360,79,Slug Shell,★★★★,WAD Slug,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
21069272,43,Armor Plate,★★★★,Type 2 Armor Plate,94635854,Saiga-12,-,-,-1,-,-,-,-,-,4,-,-,-,-,-,0,0,0,Locked
21113996,43,Armor Plate,★★★★,Type 2 Armor Plate,-,-,-,-,-1,-,-,-,-,-,4,-,-,-,-,-,0,0,0,Locked
21118843,80,Slug Shell,★★★★★,SABOT Slug,115266115,M500 Mod,-,14,-,-,-,-,-,-,-,-,-,-,-,-,5700,8,0,Locked
21187661,43,Armor Plate,★★★★,Type 2 Armor Plate,-,-,-,-,-1,-,-,-,-,-,4,-,-,-,-,-,0,0,0,Locked
21215238,43,Armor Plate,★★★★,Type 2 Armor Plate,-,-,-,-,-1,-,-,-,-,-,4,-,-,-,-,-,0,0,0,Locked
21262629,78,Slug Shell,★★★,FST Slug,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
21262858,43,Armor Plate,★★★★,Type 2 Armor Plate,-,-,-,-,-1,-,-,-,-,-,4,-,-,-,-,-,0,0,0,Locked
21263548,79,Slug Shell,★★★★,WAD Slug,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
21263601,78,Slug Shell,★★★,FST Slug,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
21268894,175,Exclusive,★★★★★,BPR4 & SRM6,-,-,2,-,6,-,-,-,20%,-,-,-,-,-,-,-,1,0,0,Locked
21429383,32,HV Round,★★★★★,APCR High-Velocity Ammo,144352645,ACR,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,6,Locked
21487019,76,Buckshot Shell,★★★★★,#000 Buckshot,-,-,7,-,-,-,-,12%,-,-,-,-,-,-,-,-,0,0,0,Locked
21487020,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,-,-,-,-,-2,-,-,-,-,-,-,-,-,-,-,2,0,0,0,Locked
21487021,79,Slug Shell,★★★★,WAD Slug,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
21507036,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,114,-,-,-,-,-,-,1,0,0,Locked
21632823,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,114,-,-,-,-,-,-,0,0,0,Locked
21661700,12,Red Dot,★★★★★,ITI MARS,-,-,-,12,-,-,-3,-,-,-,-,-,-,-,-,-,0,0,0,Locked
21808108,79,Slug Shell,★★★★,WAD Slug,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
21808109,58,X-Exo,★★★★★,IOP X4 Exoskeleton,19305106,Type95,-,-,10,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
21869473,76,Buckshot Shell,★★★★★,#000 Buckshot,-,-,7,-,-,-,-,12%,-,-,-,-,-,-,-,-,1,0,0,Locked
22031338,117,Exclusive,★★★★★,Glorylight,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,1,0,0,Locked
22039655,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,125952504,KSVK Mod,-,-,-,-3,-,18%,-,-,-,-,-,-,-,-,10000,10,0,Locked
22108172,43,Armor Plate,★★★★,Type 2 Armor Plate,-,-,-,-,-1,-,-,-,-,-,4,-,-,-,-,-,0,0,0,Locked
22198827,101,Exclusive,★★★★★,XM261 ACP,-,-,14,-,-,-,-,-,-,-9,-,-,-,-,-,-,30000,10,0,
22203934,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,114,-,-,-,-,-,-,0,0,0,Locked
22226187,43,Armor Plate,★★★★,Type 2 Armor Plate,-,-,-,-,-1,-,-,-,-,-,4,-,-,-,-,-,0,0,0,Locked
22248690,118,Exclusive,★★★★★,Black Cat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,1,0,0,Locked
22276865,72,HP Round,★★★★★,ILM Hollow-Point Ammo,124264693,PA-15,7,-,-,-,-,-,-,-8,-,-,-,-,-,-,0,0,0,Locked
22454084,76,Buckshot Shell,★★★★★,#000 Buckshot,-,-,8,-,-,-,-,11%,-,-,-,-,-,-,-,-,0,0,0,Locked
22510908,43,Armor Plate,★★★★,Type 2 Armor Plate,-,-,-,-,-1,-,-,-,-,-,4,-,-,-,-,-,0,0,0,Locked
22510909,43,Armor Plate,★★★★,Type 2 Armor Plate,-,-,-,-,-1,-,-,-,-,-,4,-,-,-,-,-,0,0,0,Locked
22510911,43,Armor Plate,★★★★,Type 2 Armor Plate,-,-,-,-,-1,-,-,-,-,-,4,-,-,-,-,-,0,0,0,Locked
22515645,43,Armor Plate,★★★★,Type 2 Armor Plate,-,-,-,-,-1,-,-,-,-,-,4,-,-,-,-,-,0,0,0,Locked
22538541,43,Armor Plate,★★★★,Type 2 Armor Plate,-,-,-,-,-1,-,-,-,-,-,4,-,-,-,-,-,0,0,0,Locked
22637016,32,HV Round,★★★★★,APCR High-Velocity Ammo,81804139,Gr G3 Mod,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,8,Locked
22712354,58,X-Exo,★★★★★,IOP X4 Exoskeleton,19305477,Type97,-,-,8,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
22818438,32,HV Round,★★★★★,APCR High-Velocity Ammo,72710510,K11,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,2,Locked
22955674,43,Armor Plate,★★★★,Type 2 Armor Plate,33364407,Elphelt,-,-,-1,-,-,-,-,-,4,-,-,-,-,-,0,0,0,Locked
22984236,8,Holographic,★★★★★,EOT 518,-,-,5,10,-,-,-5,-,-,-,-,-,-,-,-,-,10000,10,0,Locked
23034240,4,Optical,★★★★★,VFL 6-24X56,75882633,QJY-88,-,-,-,-,-,-,39%,-,-,-,-,-,-,-,10000,10,0,Locked
