Area ID,Area Name,Battle Type,Doll ID,Type,Name,Level,Affection,Oathed,Skill1,Skill2,Equip1,Equip2,Equip3,Combat Effectiveness,Predicted Damage (1-Fairy),Predicted Damage (2-Fairy),Predicted Damage (3-Fairy),Predicted Damage (4-Fairy),Rank
718,Elementary8,Day,245,SMG,P90,100,100,0,8,0,T-Exo (5-Star),-,Optical (5-Star),5693,426,512,597,683,64
718,Elementary8,Day,306,AR,AK-Alfa,82,100,0,2,0,Optical (5-Star),-,T-Exo (5-Star),3092,425,510,595,680,65
718,Elementary8,Day,162,SG,SPAS-12,100,100,0,2,0,Armor Plate (5-Star),Flash Shell (5-Star),Optical (5-Star),6747,421,506,590,674,66
718,Elementary8,Day,1028,SMG,Agent Vector,100,100,0,8,0,T-Exo (5-Star),Exclusive (5-Star),Exclusive (5-Star),5603,420,504,588,672,67
718,Elementary8,Day,311,SMG,Lusa,100,100,0,10,0,T-Exo (5-Star),-,Optical (5-Star),5583,418,502,586,669,68
718,Elementary8,Day,260,HG,PA-15,100,100,0,4,0,Night Equip (5-Star),-,X-Exo (5-Star),2984,410,492,574,656,69
718,Elementary8,Day,20103,SMG,UMP45 Mod,110,100,0,10,0,T-Exo (5-Star),-,Optical (5-Star),5451,408,490,572,654,70
718,Elementary8,Day,20091,HG,MP-446 Mod,115,100,0,8,4,Night Equip (5-Star),-,T-Exo (5-Star),2973,408,490,572,654,71
718,Elementary8,Day,20101,SMG,UMP9 Mod,110,100,0,5,5,T-Exo (5-Star),-,Optical (5-Star),5448,408,490,572,653,72
718,Elementary8,Day,234,SMG,JS 9,100,100,0,8,0,T-Exo (5-Star),-,Optical (5-Star),5442,408,489,571,653,73
718,Elementary8,Day,77,MG,M2HB,90,100,0,4,0,AP Round (5-Star),Optical (5-Star),Ammo Box (5-Star),6359,397,476,556,635,74
718,Elementary8,Day,99,HG,Gr Mk23,100,100,0,8,0,Night Equip (5-Star),-,X-Exo (4-Star),2854,392,470,549,627,75
718,Elementary8,Day,189,SG,USAS-12,100,100,0,1,0,Armor Plate (4-Star),Flash Shell (5-Star),Optical (5-Star),6251,390,468,546,625,76
718,Elementary8,Day,212,HG,K5,100,100,0,8,0,Night Equip (5-Star),-,X-Exo (4-Star),2829,388,466,544,622,77
718,Elementary8,Day,1025,SG,Triela,100,100,0,1,0,-,Exclusive (5-Star),Optical (5-Star),5383,336,403,471,538,78
718,Elementary8,Day,161,SG,Type97S,100,100,0,1,0,-,Flash Shell (5-Star),Optical (5-Star),5311,331,398,464,531,79
718,Elementary8,Day,181,AR,T91,70,100,0,3,0,Optical (5-Star),-,-,2362,324,389,454,519,80
718,Elementary8,Day,185,MG,Ameli,90,100,0,1,0,AP Round (5-Star),Optical (5-Star),-,4705,294,352,411,470,81
718,Elementary8,Day,238,MG,QJY-88,74,100,0,4,0,AP Round (5-Star),Optical (5-Star),-,4539,283,340,397,453,82
718,Elementary8,Day,20053,RF,NTW-20 Mod,115,100,0,9,7,Exclusive (5-Star),Optical (5-Star),Camo Cloak (5-Star),7126,267,320,374,427,83
718,Elementary8,Day,50,RF,Lee Enfield,100,100,0,10,0,AP Round (5-Star),Exclusive (5-Star),Camo Cloak (5-Star),6968,261,313,365,418,84
718,Elementary8,Day,20095,RF,Type88 Mod,115,100,0,10,10,Exclusive (5-Star),Exclusive (5-Star),Camo Cloak (5-Star),6644,249,298,348,398,85
718,Elementary8,Day,266,RF,R93,100,100,0,10,0,AP Round (5-Star),-,Camo Cloak (5-Star),5783,216,260,303,346,86
718,Elementary8,Day,20252,RF,KSVK Mod,118,100,0,4,10,Exclusive (5-Star),-,Camo Cloak (5-Star),5750,215,258,301,345,87
718,Elementary8,Day,36,RF,Springfield,100,100,0,1,0,Exclusive (5-Star),-,Camo Cloak (5-Star),5631,211,253,295,337,88
718,Elementary8,Day,20039,RF,Mosin-Nagant Mod,115,100,0,4,5,AP Round (5-Star),-,Exclusive (5-Star),5605,210,252,294,336,89
718,Elementary8,Day,20037,RF,M14 Mod,112,100,0,8,8,AP Round (5-Star),-,Camo Cloak (5-Star),5570,208,250,292,334,90
718,Elementary8,Day,1024,RF,Rico,100,100,0,10,0,AP Round (5-Star),-,Exclusive (5-Star),5569,208,250,292,334,91
718,Elementary8,Day,48,RF,WA2000,100,100,0,8,0,AP Round (5-Star),-,Camo Cloak (5-Star),5549,208,249,291,332,92
718,Elementary8,Day,296,RF,Gr SL8,100,100,0,7,0,AP Round (5-Star),-,Camo Cloak (5-Star),5522,207,248,289,331,93
718,Elementary8,Day,257,RF,M200,100,100,0,10,0,AP Round (5-Star),-,Camo Cloak (5-Star),5500,206,247,288,330,94
718,Elementary8,Day,198,RF,Carcano M91/38,100,100,0,10,0,AP Round (5-Star),-,Camo Cloak (5-Star),5473,205,246,287,328,95
718,Elementary8,Day,270,RF,4 Shiki,100,100,0,9,0,Exclusive (5-Star),-,Camo Cloak (5-Star),5317,199,239,279,319,96
718,Elementary8,Day,148,RF,IWS 2000,100,100,0,6,0,AP Round (5-Star),-,Camo Cloak (5-Star),5254,197,236,275,315,97
718,Elementary8,Day,197,RF,Carcano M1891,100,100,0,7,0,Sniper Round (5-Star),-,Camo Cloak (5-Star),5059,189,227,265,303,98
718,Elementary8,Day,247,RF,K31,100,100,0,3,0,Sniper Round (5-Star),-,Camo Cloak (5-Star),5017,188,225,263,301,99
718,Elementary8,Day,1029,AR,Agent 416,99,100,0,10,0,Exclusive (5-Star),Exclusive (5-Star),Exclusive (5-Star),1045,143,172,201,229,100
718,Elementary8,Day,156,SG,Super-Shorty,69,100,0,1,0,-,Flash Shell (5-Star),-,2197,137,164,192,219,101
718,Elementary8,Day,329,RF,SVCh,70,100,0,4,0,Sniper Round (5-Star),-,-,3000,112,135,157,180,102
718,Elementary8,Day,339,MG,RPK-203,50,100,0,4,0,-,-,-,1663,103,124,145,166,103
718,Elementary8,Day,94,SMG,Type64,48,100,0,1,0,X-Exo (4-Star),-,-,1339,100,120,140,160,104
718,Elementary8,Day,159,SG,RMB-93,36,100,0,1,0,-,-,-,1250,78,93,109,125,105
718,Elementary8,Day,310,HG,Rex Zero 1,32,100,0,4,0,-,-,-,509,69,83,97,111,106
718,Elementary8,Day,302,SG,Defender,83,90,0,10,0,-,Flash Shell (5-Star),Night Equip (5-Star),918,57,68,80,91,107
718,Elementary8,Day,106,AR,FAL,17,100,0,5,0,-,-,-,288,47,57,66,76,108
718,Elementary8,Day,338,AR,SIG MCX,30,100,0,4,0,-,-,-,342,47,56,65,75,109
718,Elementary8,Day,20,SMG,Vector,54,100,0,4,0,X-Exo (4-Star),-,-,554,41,49,58,66,110
718,Elementary8,Day,293,AR,AK-15,1,50,0,8,0,-,-,-,224,30,36,43,49,111
718,Elementary8,Day,316,RF,General Liu,30,100,0,4,0,-,-,-,714,26,32,37,42,112
718,Elementary8,Day,337,RF,De Lisle,30,100,0,4,0,-,-,-,671,25,30,35,40,113
718,Elementary8,Day,125,MG,Gr MG4,10,100,0,4,0,-,-,-,319,19,23,27,31,114
718,Elementary8,Day,352,SG,Nova,1,50,0,7,0,-,-,-,293,18,21,25,29,115
718,Elementary8,Day,351,SG,M26-MASS,1,50,0,1,0,-,-,-,256,16,19,22,25,116
718,Elementary8,Day,24,SMG,PP-2000,1,50,0,1,0,-,-,-,189,14,17,19,22,117
718,Elementary8,Day,231,RF,M82A1,11,100,0,4,0,-,-,-,257,9,11,13,15,118
718,Elementary8,Day,1031,RF,Pekola,10,100,0,6,0,-,-,-,247,9,11,12,14,119
718,Elementary8,Day,34,RF,M1 Garand,1,50,0,1,0,-,-,-,175,6,7,9,10,120
718,Elementary8,Day,41,RF,SKS,1,50,0,1,0,-,-,-,162,6,7,8,9,121
724,Intermediate4,Day,20055,AR,M4A1 Mod,119,200,1,10,10,Optical (5-Star),HV Round (5-Star),Exclusive (5-Star),8492,1167,1401,1634,1868,1
724,Intermediate4,Day,20122,AR,Gr G11 Mod,116,100,0,10,10,Optical (5-Star),HV Round (5-Star),Exclusive (5-Star),7474,1027,1233,1438,1644,2
724,Intermediate4,Day,213,SMG,C-MS,100,100,0,10,0,Chip (5-Star),AP Round (5-Star),Red Dot (5-Star),7951,993,1192,1391,1590,3
724,Intermediate4,Day,20065,AR,416 Mod,117,100,0,10,10,Exclusive (5-Star),HV Round (5-Star),Exclusive (5-Star),7162,984,1181,1378,1575,4
724,Intermediate4,Day,20143,SMG,RO635 Mod,115,98,0,10,10,Exclusive (5-Star),HP Round (5-Star),Red Dot (5-Star),7123,890,1068,1246,1424,5
724,Intermediate4,Day,206,AR,AK-12,100,150,1,10,0,Holographic (5-Star),HV Round (5-Star),Chip (5-Star),6446,886,1063,1240,1418,6
724,Intermediate4,Day,20026,SMG,Gr MP5 Mod,115,100,0,10,10,Exclusive (5-Star),HP Round (5-Star),Exclusive (5-Star),7069,883,1060,1237,1413,7
724,Intermediate4,Day,20057,AR,ST AR-15 Mod,120,200,1,10,10,Optical (5-Star),Auxiliary Sights (5-Star),Exclusive (5-Star),6406,880,1056,1233,1409,8
724,Intermediate4,Day,205,AR,AN-94,100,150,1,10,0,Holographic (5-Star),HV Round (5-Star),Chip (5-Star),6371,876,1051,1226,1401,9
724,Intermediate4,Day,1027,AR,Angelica,100,100,0,8,0,Optical (5-Star),HV Round (5-Star),Exclusive (5-Star),6146,845,1014,1183,1352,10
724,Intermediate4,Day,20060,AR,AS Val Mod,115,100,0,10,10,Holographic (5-Star),Exclusive (5-Star),Chip (5-Star),6136,843,1012,1181,1349,11
724,Intermediate4,Day,274,AR,ACR,100,100,0,8,0,Holographic (5-Star),HV Round (5-Star),Chip (5-Star),5968,820,984,1148,1312,12
724,Intermediate4,Day,245,SMG,P90,100,100,0,8,0,Chip (5-Star),HP Round (5-Star),Red Dot (5-Star),6516,814,977,1140,1303,13
724,Intermediate4,Day,16,SMG,Thompson,100,100,0,10,0,Exclusive (5-Star),HP Round (5-Star),Red Dot (5-Star),6430,803,964,1125,1286,14
724,Intermediate4,Day,194,AR,K2,100,100,0,8,0,Holographic (5-Star),HV Round (5-Star),Chip (5-Star),5843,803,964,1124,1285,15
724,Intermediate4,Day,172,AR,Am RFB,100,100,0,8,0,Exclusive (5-Star),HV Round (5-Star),Chip (5-Star),5818,799,959,1119,1279,16
724,Intermediate4,Day,236,AR,K11,100,100,0,4,0,Holographic (5-Star),HV Round (5-Star),Chip (5-Star),5763,792,950,1109,1267,17
724,Intermediate4,Day,20056,AR,M4 SOPMOD II Mod,111,100,0,7,7,Optical (5-Star),Auxiliary Sights (5-Star),HV Round (5-Star),5735,788,946,1103,1261,18
724,Intermediate4,Day,215,AR,MDR,100,100,0,4,0,Holographic (5-Star),HV Round (5-Star),Chip (5-Star),5732,788,945,1103,1261,19
724,Intermediate4,Day,54,AR,M16A1,100,100,0,4,0,HV Round (5-Star),Armor Plate (5-Star),Chip (5-Star),5664,778,934,1090,1246,20
724,Intermediate4,Day,311,SMG,Lusa,100,100,0,10,0,T-Exo (5-Star),HP Round (5-Star),Holographic (5-Star),6192,774,928,1083,1238,21
724,Intermediate4,Day,62,AR,Gr G41,100,100,0,5,0,Holographic (5-Star),HV Round (5-Star),Chip (5-Star),5611,771,925,1080,1234,22
724,Intermediate4,Day,330,AR,FX-05,100,100,0,10,0,Holographic (5-Star),HV Round (5-Star),Chip (5-Star),5598,769,923,1077,1231,23
724,Intermediate4,Day,118,AR,9A-91,100,100,0,10,0,Holographic (5-Star),HV Round (5-Star),Chip (5-Star),5553,763,916,1068,1221,24
724,Intermediate4,Day,20101,SMG,UMP9 Mod,110,100,0,5,5,Chip (5-Star),HP Round (5-Star),Holographic (5-Star),6080,760,912,1064,1216,25
724,Intermediate4,Day,127,SMG,Type79,100,100,0,6,0,T-Exo (5-Star),Exclusive (5-Star),Holographic (5-Star),6043,755,906,1057,1208,26
724,Intermediate4,Day,234,SMG,JS 9,100,100,0,8,0,T-Exo (5-Star),HP Round (5-Star),Holographic (5-Star),5996,749,899,1049,1199,27
724,Intermediate4,Day,20103,SMG,UMP45 Mod,110,100,0,10,0,T-Exo (5-Star),HP Round (5-Star),Silencer (5-Star),5891,736,883,1030,1178,28
724,Intermediate4,Day,104,SMG,Gr G36c,100,100,0,10,0,T-Exo (5-Star),HP Round (5-Star),Silencer (5-Star),5848,731,877,1023,1169,29
724,Intermediate4,Day,20032,SMG,Micro Uzi Mod,115,100,0,6,4,T-Exo (5-Star),HP Round (5-Star),Silencer (5-Star),5741,717,861,1004,1148,30
724,Intermediate4,Day,251,SMG,X95,100,100,0,6,0,T-Exo (5-Star),HP Round (5-Star),Silencer (5-Star),5689,711,853,995,1137,31
724,Intermediate4,Day,1028,SMG,Agent Vector,100,100,0,8,0,T-Exo (5-Star),Exclusive (5-Star),Silencer (5-Star),5603,700,840,980,1120,32
724,Intermediate4,Day,20,SMG,Vector,100,100,0,10,0,T-Exo (5-Star),Signal Flare (5-Star),Silencer (5-Star),5565,695,834,973,1113,33
724,Intermediate4,Day,135,SMG,SR-3MP,100,100,0,8,0,T-Exo (5-Star),Signal Flare (5-Star),Silencer (5-Star),5569,696,835,974,1113,34
724,Intermediate4,Day,183,HG,Contender,100,100,0,8,0,Auxiliary Sights (5-Star),AP Round (5-Star),X-Exo (5-Star),4795,659,791,923,1054,35
724,Intermediate4,Day,29,SMG,STEN MkⅡ,93,100,0,4,0,T-Exo (5-Star),Signal Flare (5-Star),Silencer (5-Star),5039,629,755,881,1007,36
724,Intermediate4,Day,130,AR,Type97,100,100,0,3,0,Exclusive (5-Star),-,T-Exo (5-Star),4529,622,747,871,996,37
724,Intermediate4,Day,18,SMG,Ingram,100,100,0,5,0,T-Exo (5-Star),Signal Flare (5-Star),Silencer (5-Star),4979,622,746,871,995,38
724,Intermediate4,Day,27,SMG,Skorpion,100,100,0,3,0,T-Exo (5-Star),Signal Flare (5-Star),Silencer (5-Star),4915,614,737,860,983,39
724,Intermediate4,Day,196,AR,Zas M21,96,100,0,7,0,Optical (5-Star),-,T-Exo (5-Star),4370,600,721,841,961,40
724,Intermediate4,Day,171,AR,Ribeyrolles,100,100,0,10,0,Optical (5-Star),-,T-Exo (5-Star),4339,596,715,835,954,41
724,Intermediate4,Day,20221,HG,GSh-18 Mod,117,100,0,6,6,Auxiliary Sights (5-Star),Exclusive (5-Star),X-Exo (5-Star),4245,583,700,817,933,42
724,Intermediate4,Day,20097,HG,M950A Mod,115,100,0,10,10,Exclusive (5-Star),Signal Flare (5-Star),X-Exo (5-Star),4115,565,678,792,905,43
724,Intermediate4,Day,22,SMG,PPS-43,90,100,0,3,0,T-Exo (5-Star),Signal Flare (5-Star),Silencer (5-Star),4468,558,670,781,893,44
724,Intermediate4,Day,70,AR,FF FNC,100,100,0,4,0,Optical (5-Star),-,T-Exo (5-Star),3953,543,652,760,869,45
724,Intermediate4,Day,20053,RF,NTW-20 Mod,115,100,0,9,7,Exclusive (5-Star),Optical (5-Star),Camo Cloak (5-Star),7126,534,641,748,855,46
724,Intermediate4,Day,50,RF,Lee Enfield,100,100,0,10,0,AP Round (5-Star),Exclusive (5-Star),Camo Cloak (5-Star),6968,522,627,731,836,47
724,Intermediate4,Day,266,RF,R93,100,100,0,10,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6957,521,626,730,834,48
724,Intermediate4,Day,20001,HG,SAA Mod,115,100,0,10,10,Silencer (5-Star),Signal Flare (5-Star),T-Exo (5-Star),3775,519,622,726,830,49
724,Intermediate4,Day,1024,RF,Rico,100,100,0,10,0,AP Round (5-Star),Optical (5-Star),Exclusive (5-Star),6907,518,621,725,828,50
724,Intermediate4,Day,20252,RF,KSVK Mod,118,100,0,4,10,Exclusive (5-Star),Optical (5-Star),Camo Cloak (5-Star),6895,517,620,723,827,51
724,Intermediate4,Day,253,MG,Lewis,100,100,0,8,0,Special AP Round (5-Star),Auxiliary Sights (5-Star),Ammo Box (5-Star),13665,512,614,717,819,52
724,Intermediate4,Day,36,RF,Springfield,100,100,0,1,0,Exclusive (5-Star),Optical (5-Star),Camo Cloak (5-Star),6821,511,613,716,818,53
724,Intermediate4,Day,20007,HG,Stechkin Mod,112,100,0,10,4,Exclusive (5-Star),Signal Flare (5-Star),T-Exo (5-Star),3721,511,613,716,818,54
724,Intermediate4,Day,20039,RF,Mosin-Nagant Mod,115,100,0,4,5,AP Round (5-Star),Optical (5-Star),Exclusive (5-Star),6736,505,606,707,808,55
724,Intermediate4,Day,233,HG,Px4 Storm,100,100,0,10,0,Exclusive (5-Star),Signal Flare (5-Star),X-Exo (5-Star),3674,505,606,707,808,56
724,Intermediate4,Day,292,MG,RPK-16,100,100,0,10,0,Special AP Round (5-Star),Auxiliary Sights (5-Star),Ammo Box (5-Star),13418,503,603,704,805,57
724,Intermediate4,Day,20037,RF,M14 Mod,112,100,0,8,8,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6674,500,600,700,800,58
724,Intermediate4,Day,48,RF,WA2000,100,100,0,8,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6670,500,600,700,800,59
724,Intermediate4,Day,20095,RF,Type88 Mod,115,100,0,10,10,Exclusive (5-Star),Exclusive (5-Star),Camo Cloak (5-Star),6644,498,597,697,797,60
724,Intermediate4,Day,296,RF,Gr SL8,100,100,0,7,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6622,496,595,695,794,61
724,Intermediate4,Day,257,RF,M200,100,100,0,10,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6586,493,592,691,790,62
724,Intermediate4,Day,173,MG,PKP,100,100,0,5,0,Special AP Round (5-Star),Auxiliary Sights (5-Star),Ammo Box (5-Star),13132,492,590,689,787,63
724,Intermediate4,Day,198,RF,Carcano M91/38,100,100,0,10,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6552,491,589,687,786,64
724,Intermediate4,Day,105,AR,OTs-12,91,100,0,3,0,Optical (5-Star),-,T-Exo (5-Star),3547,487,585,682,780,65
724,Intermediate4,Day,109,MG,Gr MG5,100,100,0,6,0,Special AP Round (5-Star),Auxiliary Sights (5-Star),Ammo Box (5-Star),13007,487,585,682,780,66
724,Intermediate4,Day,96,HG,Grizzly,100,100,0,10,0,Auxiliary Sights (5-Star),-,Exclusive (5-Star),3538,486,583,681,778,67
724,Intermediate4,Day,294,HG,Webley,100,100,0,10,0,Silencer (5-Star),-,T-Exo (5-Star),3533,485,582,680,777,68
724,Intermediate4,Day,20075,MG,M1918 Mod,115,100,0,1,2,Special AP Round (5-Star),Auxiliary Sights (5-Star),Exclusive (5-Star),12917,484,581,678,775,69
724,Intermediate4,Day,242,HG,P22,100,100,0,10,0,Silencer (5-Star),-,X-Exo (5-Star),3510,482,579,675,772,70
724,Intermediate4,Day,323,SG,LTLX7000,100,100,0,10,0,Armor Plate (5-Star),Buckshot Shell (5-Star),Optical (5-Star),7716,482,578,675,771,71
724,Intermediate4,Day,275,MG,M1895 CB,100,100,0,10,0,Special AP Round (5-Star),Auxiliary Sights (5-Star),Ammo Box (5-Star),12840,481,577,674,770,72
724,Intermediate4,Day,20081,MG,LWMMG Mod,113,100,0,10,7,Special AP Round (5-Star),Auxiliary Sights (5-Star),Ammo Box (5-Star),12798,479,575,671,767,73
724,Intermediate4,Day,20154,SG,M500 Mod,117,100,0,1,10,Armor Plate (5-Star),Buckshot Shell (5-Star),Exclusive (5-Star),7653,478,573,669,765,74
724,Intermediate4,Day,270,RF,4 Shiki,100,100,0,9,0,Exclusive (5-Star),Optical (5-Star),Camo Cloak (5-Star),6363,477,572,668,763,75
724,Intermediate4,Day,188,SG,S.A.T.8,100,100,0,10,0,Armor Plate (5-Star),Buckshot Shell (5-Star),Optical (5-Star),7635,477,572,668,763,76
724,Intermediate4,Day,148,RF,IWS 2000,100,100,0,6,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6316,473,568,663,757,77
724,Intermediate4,Day,247,RF,K31,100,100,0,3,0,AP Round (5-Star),Optical (5-Star),Camo Cloak (5-Star),6301,472,567,661,756,78
724,Intermediate4,Day,250,HG,HS2000,100,100,0,10,0,Silencer (5-Star),-,X-Exo (5-Star),3435,472,566,661,755,79
724,Intermediate4,Day,229,SG,M870,100,100,0,10,0,Armor Plate (5-Star),Slug Shell (5-Star),Night Equip (5-Star),7241,452,543,633,724,80
724,Intermediate4,Day,303,HG,HP-35,100,100,0,10,0,Night Equip (5-Star),-,X-Exo (5-Star),3244,446,535,624,713,81
724,Intermediate4,Day,282,SG,DP-12,100,100,0,10,0,Armor Plate (5-Star),Flash Shell (5-Star),Night Equip (5-Star),7128,445,534,623,712,82
724,Intermediate4,Day,4,HG,Python,100,100,0,10,0,Night Equip (5-Star),-,X-Exo (5-Star),3231,444,533,621,710,83
724,Intermediate4,Day,272,HG,Desert Eagle,100,100,0,10,0,Night Equip (5-Star),-,X-Exo (5-Star),3193,439,526,614,702,84
724,Intermediate4,Day,126,HG,NZ75,100,100,0,1,0,Exclusive (5-Star),-,X-Exo (5-Star),3192,438,526,614,702,85
724,Intermediate4,Day,160,SG,Saiga-12,100,100,0,5,0,Armor Plate (5-Star),Flash Shell (5-Star),Night Equip (5-Star),6997,437,524,612,699,86
724,Intermediate4,Day,285,HG,C-93,100,100,0,10,0,Night Equip (5-Star),-,X-Exo (4-Star),3124,429,515,601,687,87
724,Intermediate4,Day,1009,HG,El Clear,100,100,0,10,0,Exclusive (5-Star),-,X-Exo (4-Star),3084,424,508,593,678,88
724,Intermediate4,Day,162,SG,SPAS-12,100,100,0,2,0,Armor Plate (5-Star),Flash Shell (5-Star),Night Equip (5-Star),6541,408,490,572,654,89
724,Intermediate4,Day,85,MG,PK,90,100,0,5,0,Special AP Round (5-Star),Exclusive (5-Star),Ammo Box (5-Star),10819,405,486,567,649,90
724,Intermediate4,Day,197,RF,Carcano M1891,100,100,0,7,0,AP Round (5-Star),-,Camo Cloak (5-Star),5235,392,471,549,628,91
724,Intermediate4,Day,189,SG,USAS-12,100,100,0,1,0,Armor Plate (4-Star),Flash Shell (5-Star),Night Equip (5-Star),6041,377,453,528,604,92
724,Intermediate4,Day,276,MG,Kord,100,100,0,10,0,Special AP Round (5-Star),-,Ammo Box (5-Star),9339,350,420,490,560,93
724,Intermediate4,Day,1025,SG,Triela,100,100,0,1,0,-,Exclusive (5-Star),Night Equip (5-Star),5147,321,386,450,514,94
724,Intermediate4,Day,161,SG,Type97S,100,100,0,1,0,-,Flash Shell (5-Star),Night Equip (5-Star),5132,320,384,449,513,95
724,Intermediate4,Day,181,AR,T91,70,100,0,3,0,Night Equip (5-Star),-,-,2163,297,356,416,475,96
724,Intermediate4,Day,329,RF,SVCh,70,100,0,4,0,AP Round (5-Star),-,-,3118,233,280,327,374,97
724,Intermediate4,Day,77,MG,M2HB,90,100,0,4,0,Sniper Round (5-Star),-,Ammo Box (5-Star),5315,199,239,279,318,98
724,Intermediate4,Day,94,SMG,Type64,48,100,0,1,0,X-Exo (4-Star),-,-,1339,167,200,234,267,99
724,Intermediate4,Day,1029,AR,Agent 416,99,100,0,10,0,Exclusive (5-Star),Exclusive (5-Star),Exclusive (5-Star),1045,143,172,201,229,100
724,Intermediate4,Day,238,MG,QJY-88,74,100,0,4,0,Sniper Round (5-Star),-,-,3796,142,170,199,227,101
724,Intermediate4,Day,156,SG,Super-Shorty,69,100,0,1,0,-,Buckshot Shell (5-Star),-,2177,136,163,190,217,102
724,Intermediate4,Day,159,SG,RMB-93,36,100,0,1,0,-,-,-,1250,78,93,109,125,103
724,Intermediate4,Day,310,HG,Rex Zero 1,32,100,0,4,0,-,-,-,509,69,83,97,111,104
724,Intermediate4,Day,339,MG,RPK-203,50,100,0,4,0,-,-,-,1663,62,74,87,99,105
724,Intermediate4,Day,302,SG,Defender,83,90,0,10,0,-,Exclusive (5-Star),Night Equip (5-Star),900,56,67,78,90,106
724,Intermediate4,Day,338,AR,SIG MCX,30,100,0,4,0,-,-,-,342,56,67,79,90,107
724,Intermediate4,Day,316,RF,General Liu,30,100,0,4,0,-,-,-,714,53,64,74,85,108
724,Intermediate4,Day,337,RF,De Lisle,30,100,0,4,0,-,-,-,671,50,60,70,80,109
724,Intermediate4,Day,106,AR,FAL,17,100,0,5,0,-,-,-,288,39,47,55,63,110
724,Intermediate4,Day,293,AR,AK-15,1,50,0,8,0,-,-,-,224,30,36,43,49,111
724,Intermediate4,Day,24,SMG,PP-2000,1,50,0,1,0,-,-,-,189,23,28,33,37,112
724,Intermediate4,Day,231,RF,M82A1,11,100,0,4,0,-,-,-,257,19,23,26,30,113
724,Intermediate4,Day,1031,RF,Pekola,10,100,0,6,0,-,-,-,247,18,22,25,29,114
724,Intermediate4,Day,352,SG,Nova,1,50,0,7,0,-,-,-,293,18,21,25,29,115
724,Intermediate4,Day,351,SG,M26-MASS,1,50,0,1,0,-,-,-,256,16,19,22,25,116
724,Intermediate4,Day,34,RF,M1 Garand,1,50,0,1,0,-,-,-,175,13,15,18,21,117
724,Intermediate4,Day,125,MG,Gr MG4,10,100,0,4,0,-,-,-,319,11,14,16,19,118
724,Intermediate4,Day,41,RF,SKS,1,50,0,1,0,-,-,-,162,12,14,17,19,119
728,Intermediate8,Day,213,SMG,C-MS,100,100,0,10,0,Chip (5-Star),AP Round (5-Star),Red Dot (5-Star),7951,993,1192,1391,1590,1
728,Intermediate8,Day,183,HG,Contender,100,100,0,8,0,Auxiliary Sights (5-Star),AP Round (5-Star),X-Exo (5-Star),4795,959,1150,1342,1534,2
728,Intermediate8,Day,20143,SMG,RO635 Mod,115,98,0,10,10,Exclusive (5-Star),HP Round (5-Star),Red Dot (5-Star),7123,890,1068,1246,1424,3
728,Intermediate8,Day,20026,SMG,Gr MP5 Mod,115,100,0,10,10,Exclusive (5-Star),HP Round (5-Star),Exclusive (5-Star),7069,883,1060,1237,1413,4
728,Intermediate8,Day,20097,HG,M950A Mod,115,100,0,10,10,Exclusive (5-Star),HP Round (5-Star),X-Exo (5-Star),4377,875,1050,1225,1400,5
728,Intermediate8,Day,162,SG,SPAS-12,100,100,0,2,0,Armor Plate (5-Star),Buckshot Shell (5-Star),Red Dot (5-Star),7165,859,1031,1203,1375,6
728,Intermediate8,Day,20221,HG,GSh-18 Mod,117,100,0,6,6,Auxiliary Sights (5-Star),Exclusive (5-Star),X-Exo (5-Star),4245,849,1018,1188,1358,7
728,Intermediate8,Day,245,SMG,P90,100,100,0,8,0,Chip (5-Star),HP Round (5-Star),Red Dot (5-Star),6516,814,977,1140,1303,8
728,Intermediate8,Day,16,SMG,Thompson,100,100,0,10,0,Exclusive (5-Star),HP Round (5-Star),Holographic (5-Star),6370,796,955,1114,1274,9
728,Intermediate8,Day,20007,HG,Stechkin Mod,112,100,0,10,4,Auxiliary Sights (5-Star),HP Round (5-Star),X-Exo (5-Star),3971,794,953,1111,1270,10
728,Intermediate8,Day,323,SG,LTLX7000,100,100,0,10,0,Armor Plate (5-Star),Buckshot Shell (5-Star),Holographic (5-Star),7894,789,947,1105,1263,11
728,Intermediate8,Day,188,SG,S.A.T.8,100,100,0,10,0,Armor Plate (5-Star),Buckshot Shell (5-Star),Holographic (5-Star),7892,789,947,1104,1262,12
728,Intermediate8,Day,20001,HG,SAA Mod,115,100,0,10,10,Auxiliary Sights (5-Star),HP Round (5-Star),T-Exo (5-Star),3932,786,943,1100,1258,13
728,Intermediate8,Day,242,HG,P22,100,100,0,10,0,Auxiliary Sights (5-Star),HP Round (5-Star),X-Exo (5-Star),3902,780,936,1092,1248,14
728,Intermediate8,Day,233,HG,Px4 Storm,100,100,0,10,0,Exclusive (5-Star),HP Round (5-Star),X-Exo (5-Star),3872,774,929,1084,1239,15
