Datetime,Mission ID,Mission,Mission Attempt,Doll Type,Doll Name,Doll Rarity,Doll Core,Equip Type,Equip Name,Equip Rarity
2021-11-06 17:27:32,14,Advanced Training IV,60,HG,M1895,2,0,,,
2021-11-06 17:28:42,14,Advanced Training IV,60,SMG,Spectre M4,2,0,,,
2021-11-06 17:29:17,14,Advanced Training IV,60,HG,PPK,2,0,,,
2021-11-06 17:32:41,14,Advanced Training IV,61,HG,M1911,2,0,,,
2021-11-06 17:33:13,14,Advanced Training IV,61,HG,M1911,2,0,,,
2021-11-06 17:33:40,14,Advanced Training IV,61,SMG,Spectre M4,2,0,,,
2021-11-06 17:34:05,14,Advanced Training IV,61,HG,PPK,2,0,,,
2021-11-06 17:35:14,14,Advanced Training IV,61,HG,PPK,2,0,,,
2021-11-06 17:35:49,14,Advanced Training IV,61,HG,M1895,2,0,,,
2021-11-06 17:37:50,14,Advanced Training IV,62,HG,MP-446,2,0,,,
2021-11-06 17:38:38,14,Advanced Training IV,62,HG,FF FNP9,2,0,,,
2021-11-06 17:39:10,14,Advanced Training IV,62,HG,FF FNP9,2,0,,,
2021-11-06 17:40:56,14,Advanced Training IV,62,SMG,IDW,2,0,,,
2021-11-06 17:42:04,14,Advanced Training IV,62,SMG,STEN MkⅡ,3,1,,,
2021-11-06 17:42:37,14,Advanced Training IV,62,HG,PPK,2,0,,,
2021-11-06 17:43:27,14,Advanced Training IV,63,HG,MP-446,2,0,,,
2021-11-06 17:44:42,14,Advanced Training IV,63,HG,M1911,2,0,,,
2021-11-06 17:45:09,14,Advanced Training IV,63,HG,MP-446,2,0,,,
2021-11-06 17:45:33,14,Advanced Training IV,63,AR,Galil,2,0,,,
2021-11-06 17:46:41,14,Advanced Training IV,63,HG,P38,2,0,,,
2021-11-06 17:47:48,14,Advanced Training IV,63,HG,P38,2,0,,,
2021-11-06 17:49:11,14,Advanced Training IV,64,HG,MP-446,2,0,,,
2021-11-06 17:51:06,14,Advanced Training IV,64,HG,M1895,2,0,,,
2021-11-06 17:52:14,14,Advanced Training IV,64,SMG,Spectre M4,2,0,,,
2021-11-06 17:52:49,14,Advanced Training IV,64,SMG,PP-2000,2,0,,,
2021-11-06 17:54:21,14,Advanced Training IV,65,HG,PPK,2,0,,,
2021-11-06 17:54:53,14,Advanced Training IV,65,HG,P38,2,0,,,
2021-11-06 17:55:19,14,Advanced Training IV,65,HG,M1895,2,0,,,
2021-11-06 17:56:47,14,Advanced Training IV,65,HG,P38,2,0,,,
2021-11-06 17:57:23,14,Advanced Training IV,65,HG,M1911,2,0,,,
2021-11-06 17:58:57,14,Advanced Training IV,66,AR,L85A1,2,0,,,
2021-11-06 17:59:29,14,Advanced Training IV,66,AR,Galil,2,0,,,
2021-11-06 17:59:55,14,Advanced Training IV,66,SMG,Spectre M4,2,0,,,
2021-11-06 18:00:19,14,Advanced Training IV,66,SMG,MP40,2,0,,,
2021-11-06 18:00:48,14,Advanced Training IV,66,HG,M1895,2,0,,,
2021-11-06 18:01:31,14,Advanced Training IV,66,HG,M1911,2,0,,,
2021-11-06 18:02:27,14,Advanced Training IV,66,HG,M1911,2,0,,,
2021-11-06 18:03:17,14,Advanced Training IV,67,HG,MP-446,2,0,,,
2021-11-06 18:04:04,14,Advanced Training IV,67,HG,FF FNP9,2,0,,,
2021-11-06 18:05:16,14,Advanced Training IV,67,SMG,M3,2,0,,,
2021-11-06 18:06:24,14,Advanced Training IV,67,SMG,M3,2,0,,,
2021-11-06 18:06:59,14,Advanced Training IV,67,HG,M1911,2,0,,,
2021-11-06 18:11:42,14,Advanced Training IV,68,HG,P38,2,0,,,
2021-11-06 18:12:30,14,Advanced Training IV,68,SMG,Spectre M4,2,0,,,
2021-11-06 18:13:22,14,Advanced Training IV,68,SMG,IDW,2,0,,,
2021-11-06 18:14:50,14,Advanced Training IV,68,SMG,PP-2000,2,0,,,
2021-11-06 18:15:26,14,Advanced Training IV,68,AR,SIG-510,2,0,,,
2021-11-06 18:16:11,14,Advanced Training IV,69,HG,M1911,2,0,,,
2021-11-06 18:17:41,14,Advanced Training IV,69,SMG,Spectre M4,2,0,,,
2021-11-06 18:18:27,14,Advanced Training IV,69,HG,P38,2,0,,,
2021-11-06 18:19:36,14,Advanced Training IV,69,AR,L85A1,2,0,,,
2021-11-06 18:20:11,14,Advanced Training IV,69,SMG,Spectre M4,2,0,,,
2021-11-06 18:21:38,14,Advanced Training IV,70,HG,P38,2,0,,,
2021-11-06 18:23:25,14,Advanced Training IV,70,HG,FF FNP9,2,0,,,
2021-11-06 18:24:08,14,Advanced Training IV,70,SMG,MP40,2,0,,,
2021-11-06 18:24:52,14,Advanced Training IV,70,HG,FF FNP9,2,0,,,
2021-11-06 18:25:27,14,Advanced Training IV,70,HG,P38,2,0,,,
2021-11-06 19:59:47,14,Advanced Training IV,71,SMG,Spectre M4,2,0,,,
2021-11-06 20:00:31,14,Advanced Training IV,71,HG,M1895,2,0,,,
2021-11-06 20:01:18,14,Advanced Training IV,71,SMG,PP-2000,2,0,,,
2021-11-06 20:03:02,14,Advanced Training IV,72,HG,P38,2,0,,,
2021-11-06 20:03:33,14,Advanced Training IV,72,SMG,MP40,2,0,,,
2021-11-06 20:04:00,14,Advanced Training IV,72,HG,FF FNP9,2,0,,,
2021-11-06 20:04:24,14,Advanced Training IV,72,SMG,IDW,2,0,,,
2021-11-06 20:04:52,14,Advanced Training IV,72,SMG,MP40,2,0,,,
2021-11-06 20:05:36,14,Advanced Training IV,72,AR,Galil,2,0,,,
2021-11-06 20:06:11,14,Advanced Training IV,72,AR,SIG-510,2,0,,,
2021-11-06 20:09:37,14,Advanced Training IV,73,SMG,MP40,2,0,,,
2021-11-06 20:10:50,14,Advanced Training IV,73,HG,MP-446,2,0,,,
2021-11-06 20:11:58,14,Advanced Training IV,73,HG,P38,2,0,,,
2021-11-06 20:12:42,14,Advanced Training IV,73,AR,Galil,2,0,,,
2021-11-06 20:13:17,14,Advanced Training IV,73,SMG,MP40,2,0,,,
2021-11-06 20:16:08,14,Advanced Training IV,74,SMG,IDW,2,0,,,
2021-11-06 20:17:16,14,Advanced Training IV,74,HG,P38,2,0,,,
2021-11-06 20:17:51,14,Advanced Training IV,74,SMG,Spectre M4,2,0,,,
2021-11-06 20:18:51,14,Advanced Training IV,75,HG,FF FNP9,2,0,,,
2021-11-06 20:20:42,14,Advanced Training IV,75,HG,PPK,2,0,,,
2021-11-06 20:21:06,14,Advanced Training IV,75,HG,P38,2,0,,,
2021-11-06 20:22:14,14,Advanced Training IV,75,SMG,Spectre M4,2,0,,,
2021-11-06 20:22:49,14,Advanced Training IV,75,HG,PPK,2,0,,,
2021-11-06 20:23:37,14,Advanced Training IV,76,HG,P38,2,0,,,
2021-11-06 20:24:24,14,Advanced Training IV,76,HG,PPK,2,0,,,
2021-11-06 20:25:37,14,Advanced Training IV,76,HG,PPK,2,0,,,
2021-11-06 20:26:45,14,Advanced Training IV,76,HG,FF FNP9,2,0,,,
2021-11-06 20:27:20,14,Advanced Training IV,76,HG,M1911,2,0,,,
2021-11-06 20:29:12,14,Advanced Training IV,77,AR,L85A1,2,0,,,
2021-11-06 20:30:24,14,Advanced Training IV,77,SMG,IDW,2,0,,,
2021-11-06 20:30:52,14,Advanced Training IV,77,HG,FF FNP9,2,0,,,
2021-11-06 20:31:36,14,Advanced Training IV,77,AR,Galil,2,0,,,
2021-11-06 20:32:12,14,Advanced Training IV,77,SMG,Spectre M4,2,0,,,
2021-11-06 20:34:48,14,Advanced Training IV,78,AR,L85A1,2,0,,,
2021-11-06 20:35:14,14,Advanced Training IV,78,HG,PPK,2,0,,,
2021-11-06 20:36:01,14,Advanced Training IV,78,HG,FF FNP9,2,0,,,
2021-11-06 20:36:45,14,Advanced Training IV,78,HG,M1895,2,0,,,
2021-11-06 20:37:20,14,Advanced Training IV,78,SMG,PP-2000,2,0,,,
2021-11-06 20:38:38,14,Advanced Training IV,79,HG,P38,2,0,,,
2021-11-06 20:40:09,14,Advanced Training IV,79,HG,M1911,2,0,,,
2021-11-06 20:40:35,14,Advanced Training IV,79,HG,MP-446,2,0,,,
2021-11-06 20:40:59,14,Advanced Training IV,79,HG,P38,2,0,,,
2021-11-06 20:41:28,14,Advanced Training IV,79,SMG,MP40,2,0,,,
2021-11-06 20:42:11,14,Advanced Training IV,79,HG,G17,3,1,,,
2021-11-06 20:43:12,14,Advanced Training IV,79,SMG,Spectre M4,2,0,,,
2021-11-06 20:48:14,24,Field Samples IV,4,SMG,MP40,2,0,,,
2021-11-06 20:48:22,24,Field Samples IV,4,HG,MP-446,2,0,,,
2021-11-06 20:51:39,24,Field Samples IV,5,SMG,m45,2,0,,,
2021-11-06 20:52:38,24,Field Samples IV,5,HG,FF FNP9,2,0,,,
2021-11-06 20:52:53,24,Field Samples IV,5,SMG,MP40,2,0,,,
2021-11-06 20:53:39,24,Field Samples IV,6,SMG,Type64,2,0,,,
2021-11-06 20:54:54,24,Field Samples IV,6,SMG,M38,2,0,,,
2021-11-06 20:56:10,24,Field Samples IV,6,SMG,M38,2,0,,,
2021-11-06 20:58:17,24,Field Samples IV,7,HG,M1911,2,0,,,
2021-11-06 20:58:31,24,Field Samples IV,7,RF,SKS,2,0,,,
2021-11-06 20:59:43,24,Field Samples IV,8,HG,MP-446,2,0,,,
2021-11-06 21:00:42,24,Field Samples IV,8,HG,PPK,2,0,,,
2021-11-06 21:00:56,24,Field Samples IV,8,SMG,Spectre M4,2,0,,,
2021-11-06 21:02:34,24,Field Samples IV,9,HG,M1895,2,0,,,
2021-11-06 21:03:34,24,Field Samples IV,9,HG,M1911,2,0,,,
2021-11-06 21:03:48,24,Field Samples IV,9,SMG,Type64,2,0,,,
2021-11-06 21:05:41,24,Field Samples IV,10,AR,SIG-510,2,0,,,
2021-11-06 21:05:56,24,Field Samples IV,10,HG,M1895,2,0,,,
2021-11-06 21:07:32,24,Field Samples IV,11,AR,Galil,2,0,,,
2021-11-06 21:07:41,24,Field Samples IV,11,RF,G43,2,0,,,
2021-11-06 21:08:38,24,Field Samples IV,12,HG,MP-446,2,0,,,
2021-11-06 21:09:38,24,Field Samples IV,12,SMG,IDW,2,0,,,
2021-11-06 21:09:52,24,Field Samples IV,12,HG,MP-446,2,0,,,
2021-11-06 21:11:43,24,Field Samples IV,13,SMG,MP40,2,0,,,
2021-11-06 21:11:55,24,Field Samples IV,13,SMG,MP40,2,0,,,
2021-11-06 21:12:44,24,Field Samples IV,14,HG,FF FNP9,2,0,,,
2021-11-06 21:13:44,24,Field Samples IV,14,HG,MP-446,2,0,,,
2021-11-06 21:13:58,24,Field Samples IV,14,RF,G43,2,0,,,
2021-11-06 21:15:02,24,Field Samples IV,15,RF,G43,2,0,,,
2021-11-06 21:16:02,24,Field Samples IV,15,SMG,IDW,2,0,,,
2021-11-06 21:16:16,24,Field Samples IV,15,SMG,IDW,2,0,,,
2021-11-06 21:17:50,24,Field Samples IV,16,HG,FF FNP9,2,0,,,
2021-11-06 21:18:04,24,Field Samples IV,16,HG,P38,2,0,,,
2021-11-06 21:18:49,24,Field Samples IV,17,AR,L85A1,2,0,,,
2021-11-06 21:19:48,24,Field Samples IV,17,RF,SKS,2,0,,,
2021-11-06 21:20:02,24,Field Samples IV,17,AR,L85A1,2,0,,,
2021-11-06 21:22:58,24,Field Samples IV,18,RF,FF FN49,2,0,,,
2021-11-06 21:23:57,24,Field Samples IV,18,AR,Galil,2,0,,,
2021-11-06 21:24:11,24,Field Samples IV,18,HG,P38,2,0,,,
2021-11-06 21:26:10,24,Field Samples IV,19,SMG,M3,2,0,,,
2021-11-06 21:26:24,24,Field Samples IV,19,HG,P38,2,0,,,
2021-11-06 21:27:10,24,Field Samples IV,20,RF,FF FN49,2,0,,,
2021-11-06 21:28:10,24,Field Samples IV,20,RF,FF FN49,2,0,,,
2021-11-06 21:28:24,24,Field Samples IV,20,HG,FF FNP9,2,0,,,
2021-11-06 21:38:11,24,Field Samples IV,21,SMG,IDW,2,0,,,
2021-11-06 21:38:26,24,Field Samples IV,21,AR,L85A1,2,0,,,
2021-11-06 21:39:21,24,Field Samples IV,22,RF,G43,2,0,,,
2021-11-06 21:40:19,24,Field Samples IV,22,RF,SKS,2,0,,,
2021-11-06 21:40:34,24,Field Samples IV,22,HG,M1911,2,0,,,
2021-11-06 21:42:33,24,Field Samples IV,23,AR,Gr G3,2,0,,,
2021-11-06 21:42:47,24,Field Samples IV,23,HG,MP-446,2,0,,,
2021-11-06 21:50:29,24,Field Samples IV,24,SMG,PP-2000,2,0,,,
2021-11-06 21:50:43,24,Field Samples IV,24,HG,FF FNP9,2,0,,,
2021-11-06 21:54:09,24,Field Samples IV,25,AR,L85A1,2,0,,,
2021-11-06 21:54:23,24,Field Samples IV,25,RF,SKS,2,0,,,
2021-11-06 21:55:31,24,Field Samples IV,26,HG,FF FNP9,2,0,,,
2021-11-06 21:56:30,24,Field Samples IV,26,SMG,Type64,2,0,,,
2021-11-06 21:56:44,24,Field Samples IV,26,HG,FF FNP9,2,0,,,
2021-11-06 21:57:44,24,Field Samples IV,27,AR,L85A1,2,0,,,
2021-11-06 21:58:43,24,Field Samples IV,27,SMG,Spectre M4,2,0,,,
2021-11-06 21:58:57,24,Field Samples IV,27,HG,MP-446,2,0,,,
2021-11-06 22:00:37,24,Field Samples IV,28,SMG,m45,2,0,,,
2021-11-06 22:01:36,24,Field Samples IV,28,AR,SIG-510,2,0,,,
2021-11-06 22:01:51,24,Field Samples IV,28,SMG,Spectre M4,2,0,,,
2021-11-06 22:05:07,24,Field Samples IV,29,SMG,M3,2,0,,,
2021-11-06 22:06:06,24,Field Samples IV,29,HG,MP-446,2,0,,,
2021-11-06 22:06:20,24,Field Samples IV,29,HG,M1911,2,0,,,
2021-11-06 22:07:46,24,Field Samples IV,30,RF,G43,2,0,,,
2021-11-06 22:08:46,24,Field Samples IV,30,HG,MP-446,2,0,,,
2021-11-06 22:09:00,24,Field Samples IV,30,HG,MP-446,2,0,,,
2021-11-06 22:10:45,24,Field Samples IV,31,AR,Gr G3,2,0,,,
2021-11-06 22:10:59,24,Field Samples IV,31,SMG,M38,2,0,,,
2021-11-06 22:11:42,24,Field Samples IV,32,HG,M1895,2,0,,,
2021-11-06 22:12:42,24,Field Samples IV,32,AR,SIG-510,2,0,,,
2021-11-06 22:12:56,24,Field Samples IV,32,SMG,PP-2000,2,0,,,
2021-11-06 22:14:46,24,Field Samples IV,33,HG,M1895,2,0,,,
2021-11-06 22:15:01,24,Field Samples IV,33,RF,SKS,2,0,,,
2021-11-06 22:18:59,24,Field Samples IV,34,SMG,MP40,2,0,,,
2021-11-06 22:19:57,24,Field Samples IV,34,HG,M1911,2,0,,,
2021-11-06 22:20:12,24,Field Samples IV,34,RF,SKS,2,0,,,
2021-11-06 22:20:54,24,Field Samples IV,35,RF,FF FN49,2,0,,,
2021-11-06 22:21:54,24,Field Samples IV,35,RF,FF FN49,2,0,,,
2021-11-06 22:22:08,24,Field Samples IV,35,SMG,Spectre M4,2,0,,,
2021-11-06 22:23:00,24,Field Samples IV,36,AR,Galil,2,0,,,
2021-11-06 22:23:59,24,Field Samples IV,36,SMG,Gr MP5,4,3,,,
2021-11-06 22:24:14,24,Field Samples IV,36,SMG,M38,2,0,,,
2021-11-06 22:25:23,24,Field Samples IV,37,SMG,MP40,2,0,,,
2021-11-06 22:26:22,24,Field Samples IV,37,SMG,Spectre M4,2,0,,,
2021-11-06 22:26:37,24,Field Samples IV,37,HG,FF FNP9,2,0,,,
2021-11-06 22:28:20,24,Field Samples IV,38,AR,SIG-510,2,0,,,
2021-11-06 22:28:34,24,Field Samples IV,38,HG,M1895,2,0,,,
2021-11-06 22:29:19,24,Field Samples IV,39,HG,M1895,2,0,,,
2021-11-06 22:30:18,24,Field Samples IV,39,HG,M1895,2,0,,,
2021-11-06 22:30:32,24,Field Samples IV,39,AR,Gr G3,2,0,,,
2021-11-06 22:32:12,24,Field Samples IV,40,HG,P38,2,0,,,
2021-11-06 22:32:26,24,Field Samples IV,40,SMG,M3,2,0,,,
2021-11-06 22:36:31,24,Field Samples IV,41,SMG,M38,2,0,,,
2021-11-06 22:36:45,24,Field Samples IV,41,HG,M1911,2,0,,,
2021-11-06 22:38:32,24,Field Samples IV,42,HG,P38,2,0,,,
2021-11-06 22:38:47,24,Field Samples IV,42,AR,SIG-510,2,0,,,
2021-11-06 22:40:40,24,Field Samples IV,43,HG,P38,2,0,,,
2021-11-06 22:40:54,24,Field Samples IV,43,HG,MP-446,2,0,,,
2021-11-06 22:42:39,24,Field Samples IV,44,HG,P38,2,0,,,
2021-11-06 22:42:53,24,Field Samples IV,44,SMG,IDW,2,0,,,
2021-11-06 22:44:59,24,Field Samples IV,45,HG,MP-446,2,0,,,
2021-11-06 22:45:59,24,Field Samples IV,45,HG,MP-446,2,0,,,
2021-11-06 22:46:13,24,Field Samples IV,45,SMG,Type64,2,0,,,
2021-11-06 22:53:26,24,Field Samples IV,46,SMG,m45,2,0,,,
2021-11-06 22:54:25,24,Field Samples IV,46,HG,M1895,2,0,,,
2021-11-06 22:54:40,24,Field Samples IV,46,AR,Galil,2,0,,,
2021-11-06 22:55:52,24,Field Samples IV,47,SMG,PP-2000,2,0,,,
2021-11-06 22:56:52,24,Field Samples IV,47,RF,G43,2,0,,,
2021-11-06 22:57:06,24,Field Samples IV,47,HG,P38,2,0,,,
2021-11-06 22:58:50,24,Field Samples IV,48,SMG,Type64,2,0,,,
2021-11-06 22:59:05,24,Field Samples IV,48,HG,M1911,2,0,,,
2021-11-06 22:59:49,24,Field Samples IV,49,HG,FF FNP9,2,0,,,
2021-11-06 23:00:49,24,Field Samples IV,49,SMG,IDW,2,0,,,
2021-11-06 23:01:04,24,Field Samples IV,49,AR,SIG-510,2,0,,,
2021-11-06 23:02:45,24,Field Samples IV,50,HG,M1895,2,0,,,
2021-11-06 23:02:59,24,Field Samples IV,50,SMG,M3,2,0,,,
2021-11-06 23:06:48,24,Field Samples IV,51,HG,MP-446,2,0,,,
2021-11-06 23:07:47,24,Field Samples IV,51,SMG,FMG-9,3,1,,,
2021-11-06 23:13:49,24,Field Samples IV,51,RF,SKS,2,0,,,
2021-11-06 23:15:16,34,Data Retrieval IV,4,RF,FF FN49,2,0,,,
2021-11-06 23:15:54,34,Data Retrieval IV,4,RF,FF FN49,2,0,,,
2021-11-06 23:16:11,34,Data Retrieval IV,4,HG,FF FNP9,2,0,,,
2021-11-06 23:18:39,34,Data Retrieval IV,5,HG,P38,2,0,,,
2021-11-06 23:18:46,34,Data Retrieval IV,5,HG,P38,2,0,,,
2021-11-06 23:20:15,34,Data Retrieval IV,6,AR,SIG-510,2,0,,,
2021-11-06 23:20:53,34,Data Retrieval IV,6,HG,P38,2,0,,,
2021-11-06 23:21:00,34,Data Retrieval IV,6,HG,PPK,2,0,,,
2021-11-06 23:22:26,34,Data Retrieval IV,7,AR,Gr G3,2,0,,,
2021-11-06 23:22:54,34,Data Retrieval IV,7,RF,SVT-38,2,0,,,
2021-11-06 23:23:05,34,Data Retrieval IV,7,AR,SIG-510,2,0,,,
2021-11-06 23:23:45,34,Data Retrieval IV,8,AR,L85A1,2,0,,,
2021-11-06 23:24:14,34,Data Retrieval IV,8,HG,M1895,2,0,,,
2021-11-06 23:24:48,34,Data Retrieval IV,8,HG,P38,2,0,,,
2021-11-06 23:27:51,34,Data Retrieval IV,9,AR,L85A1,2,0,,,
2021-11-06 23:28:04,34,Data Retrieval IV,9,HG,P38,2,0,,,
2021-11-06 23:30:04,34,Data Retrieval IV,10,MG,DP28,2,0,,,
2021-11-06 23:30:29,34,Data Retrieval IV,10,RF,SVT-38,2,0,,,
2021-11-06 23:30:55,34,Data Retrieval IV,10,AR,Gr G3,2,0,,,
2021-11-06 23:35:13,34,Data Retrieval IV,11,HG,PPK,2,0,,,
2021-11-06 23:35:38,34,Data Retrieval IV,11,HG,MP-446,2,0,,,
2021-11-06 23:35:48,34,Data Retrieval IV,11,HG,P38,2,0,,,
2021-11-06 23:37:02,34,Data Retrieval IV,12,SMG,m45,2,0,,,
2021-11-06 23:37:27,34,Data Retrieval IV,12,AR,SIG-510,2,0,,,
2021-11-06 23:38:31,34,Data Retrieval IV,12,HG,M1911,2,0,,,
2021-11-06 23:40:14,34,Data Retrieval IV,13,RF,FF FN49,2,0,,,
2021-11-06 23:40:26,34,Data Retrieval IV,13,HG,P38,2,0,,,
2021-11-06 23:41:34,34,Data Retrieval IV,14,AR,Gr G3,2,0,,,
2021-11-06 23:41:55,34,Data Retrieval IV,14,HG,PPK,2,0,,,
2021-11-06 23:44:01,34,Data Retrieval IV,15,HG,P38,2,0,,,
2021-11-06 23:44:16,34,Data Retrieval IV,15,SMG,M3,2,0,,,
2021-11-06 23:45:28,34,Data Retrieval IV,16,SMG,m45,2,0,,,
2021-11-06 23:45:47,34,Data Retrieval IV,16,SMG,PP-2000,2,0,,,
2021-11-06 23:46:36,34,Data Retrieval IV,17,RF,SKS,2,0,,,
2021-11-06 23:47:07,34,Data Retrieval IV,17,RF,SVT-38,2,0,,,
2021-11-06 23:47:21,34,Data Retrieval IV,17,AR,Gr G3,2,0,,,
2021-11-06 23:48:04,34,Data Retrieval IV,18,SMG,IDW,2,0,,,
2021-11-06 23:48:34,34,Data Retrieval IV,18,HG,PPK,2,0,,,
2021-11-06 23:48:55,34,Data Retrieval IV,18,HG,PPK,2,0,,,
2021-11-06 23:49:54,34,Data Retrieval IV,19,HG,FF FNP9,2,0,,,
2021-11-06 23:50:24,34,Data Retrieval IV,19,SMG,Type64,2,0,,,
2021-11-06 23:50:42,34,Data Retrieval IV,19,RF,FF FN49,2,0,,,
2021-11-06 23:51:39,34,Data Retrieval IV,20,HG,MP-446,2,0,,,
2021-11-06 23:52:11,34,Data Retrieval IV,20,MG,DP28,2,0,,,
2021-11-06 23:52:26,34,Data Retrieval IV,20,HG,MP-446,2,0,,,
2021-11-06 23:53:36,34,Data Retrieval IV,21,HG,C96,3,1,,,
2021-11-06 23:54:01,34,Data Retrieval IV,21,AR,SIG-510,2,0,,,
2021-11-06 23:55:10,34,Data Retrieval IV,21,RF,SKS,2,0,,,
2021-11-06 23:56:32,34,Data Retrieval IV,22,HG,P38,2,0,,,
2021-11-06 23:56:50,34,Data Retrieval IV,22,SMG,M38,2,0,,,
2021-11-06 23:57:38,34,Data Retrieval IV,23,HG,P38,2,0,,,
2021-11-06 23:58:02,34,Data Retrieval IV,23,SMG,M3,2,0,,,
2021-11-06 23:58:22,34,Data Retrieval IV,23,SMG,MP40,2,0,,,
2021-11-06 23:59:28,34,Data Retrieval IV,24,HG,PPK,2,0,,,
2021-11-06 23:59:54,34,Data Retrieval IV,24,RF,SVT-38,2,0,,,
2021-11-07 00:00:32,34,Data Retrieval IV,24,SMG,IDW,2,0,,,
2021-11-07 00:02:03,34,Data Retrieval IV,25,SMG,m45,2,0,,,
2021-11-07 00:02:22,34,Data Retrieval IV,25,RF,SVT-38,2,0,,,
2021-11-07 00:02:32,34,Data Retrieval IV,25,RF,SVT-38,2,0,,,
2021-11-07 00:03:10,34,Data Retrieval IV,26,HG,MP-446,2,0,,,
2021-11-07 00:03:35,34,Data Retrieval IV,26,HG,M1895,2,0,,,
2021-11-07 00:04:00,34,Data Retrieval IV,26,SMG,Spectre M4,2,0,,,
2021-11-07 00:04:51,34,Data Retrieval IV,27,MG,MG34,2,0,,,
2021-11-07 00:05:14,34,Data Retrieval IV,27,MG,DP28,2,0,,,
2021-11-07 00:05:32,34,Data Retrieval IV,27,HG,P38,2,0,,,
2021-11-07 00:06:26,34,Data Retrieval IV,28,RF,G43,2,0,,,
2021-11-07 00:06:51,34,Data Retrieval IV,28,SMG,MP40,2,0,,,
2021-11-07 00:07:24,34,Data Retrieval IV,28,HG,M1911,2,0,,,
2021-11-07 00:08:53,34,Data Retrieval IV,29,SMG,PPSh-41,2,0,,,
2021-11-07 00:09:19,34,Data Retrieval IV,29,HG,M1911,2,0,,,
2021-11-07 00:09:47,34,Data Retrieval IV,29,HG,PPK,2,0,,,
2021-11-07 00:10:43,34,Data Retrieval IV,30,HG,P38,2,0,,,
2021-11-07 00:11:07,34,Data Retrieval IV,30,AR,AK-47,3,1,,,
2021-11-07 00:12:02,34,Data Retrieval IV,31,HG,FF FNP9,2,0,,,
2021-11-07 00:12:28,34,Data Retrieval IV,31,HG,P38,2,0,,,
2021-11-07 00:12:48,34,Data Retrieval IV,31,HG,P38,2,0,,,
2021-11-07 00:14:10,34,Data Retrieval IV,32,RF,SVT-38,2,0,,,
2021-11-07 00:14:35,34,Data Retrieval IV,32,RF,G43,2,0,,,
2021-11-07 00:15:18,34,Data Retrieval IV,32,SMG,M38,2,0,,,
2021-11-07 00:15:58,34,Data Retrieval IV,33,HG,P38,2,0,,,
2021-11-07 00:16:23,34,Data Retrieval IV,33,SMG,Type64,2,0,,,
2021-11-07 00:16:51,34,Data Retrieval IV,33,MG,MG34,2,0,,,
2021-11-07 00:19:20,34,Data Retrieval IV,34,SMG,IDW,2,0,,,
2021-11-07 00:19:36,34,Data Retrieval IV,34,AR,SIG-510,2,0,,,
2021-11-07 00:21:01,34,Data Retrieval IV,35,AR,SIG-510,2,0,,,
2021-11-07 00:21:26,34,Data Retrieval IV,35,SMG,M38,2,0,,,
2021-11-07 00:21:59,34,Data Retrieval IV,35,RF,SKS,2,0,,,
2021-11-07 00:23:02,34,Data Retrieval IV,36,RF,G43,2,0,,,
2021-11-07 00:23:13,34,Data Retrieval IV,36,HG,M1911,2,0,,,
2021-11-07 00:23:56,34,Data Retrieval IV,37,HG,PPK,2,0,,,
2021-11-07 00:24:21,34,Data Retrieval IV,37,AR,L85A1,2,0,,,
2021-11-07 00:34:20,34,Data Retrieval IV,37,HG,P38,2,0,,,
2021-11-07 00:41:25,34,Data Retrieval IV,38,SMG,m45,2,0,,,
2021-11-07 00:42:10,34,Data Retrieval IV,38,HG,M1895,2,0,,,
2021-11-07 00:42:52,34,Data Retrieval IV,39,SMG,PP-2000,2,0,,,
2021-11-07 00:43:16,34,Data Retrieval IV,39,SMG,M38,2,0,,,
2021-11-07 00:43:35,34,Data Retrieval IV,39,RF,FF FN49,2,0,,,
2021-11-07 00:45:44,34,Data Retrieval IV,40,HG,PPK,2,0,,,
2021-11-07 00:46:19,34,Data Retrieval IV,40,HG,P38,2,0,,,
2021-11-07 00:47:35,34,Data Retrieval IV,41,AR,SIG-510,2,0,,,
2021-11-07 00:48:09,34,Data Retrieval IV,41,SMG,M3,2,0,,,
2021-11-07 00:49:48,34,Data Retrieval IV,42,RF,SVT-38,2,0,,,
2021-11-07 00:50:04,34,Data Retrieval IV,42,RF,SVT-38,2,0,,,
2021-11-07 00:51:03,34,Data Retrieval IV,43,AR,Galil,2,0,,,
2021-11-07 00:51:29,34,Data Retrieval IV,43,RF,FF FN49,2,0,,,
2021-11-07 00:52:20,34,Data Retrieval IV,43,HG,M1895,2,0,,,
2021-11-07 00:53:01,34,Data Retrieval IV,44,SMG,Type64,2,0,,,
2021-11-07 00:53:26,34,Data Retrieval IV,44,MG,MG34,2,0,,,
2021-11-07 00:54:43,34,Data Retrieval IV,44,RF,SVT-38,2,0,,,
2021-11-07 00:55:50,34,Data Retrieval IV,45,SMG,Type64,2,0,,,
2021-11-07 00:56:15,34,Data Retrieval IV,45,AR,Gr G3,2,0,,,
2021-11-07 00:56:49,34,Data Retrieval IV,45,HG,M1911,2,0,,,
2021-11-07 00:57:46,34,Data Retrieval IV,46,RF,SKS,2,0,,,
2021-11-07 00:58:12,34,Data Retrieval IV,46,HG,M1911,2,0,,,
2021-11-07 00:58:31,34,Data Retrieval IV,46,HG,P38,2,0,,,
2021-11-07 00:59:46,34,Data Retrieval IV,47,AR,Gr G3,2,0,,,
