Area ID,Area Name,Battle Type,Doll ID,Type,Name,Level,MOD,Link,Max HP,Crit.Rate,Crit.Damage,Armor Pen.,Damage,Accuracy,Evasion,Rate of Fire,Armor,Rounds,Affection,Oathed,Skill1,Skill2,Equip1,Equip2,Equip3,Combat Effectiveness,Score Prediction (1-Fairy),Score Prediction (2-Fairy),Score Prediction (3-Fairy),Score Prediction (4-Fairy),Rank
824,Int.4,Day,234,SMG,JS 9,100,0,5,900,25%,150%,8,38,16,136,89,0,0,100,0,10,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),Supp (Silencer) (5-Star),5954,744,893,1041,1190,49
824,Int.4,Day,28,SMG,Gr MP7,100,0,5,990,25%,150%,8,41,14,118,91,0,0,100,0,10,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),Supp (Silencer) (5-Star),5894,736,884,1031,1178,50
824,Int.4,Day,20136,SMG,PP-19 Mod,107,1,5,935,25%,150%,8,38,15,127,91,0,0,100,0,10,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),Supp (Silencer) (5-Star),5870,733,880,1027,1174,51
824,Int.4,Day,20029,SMG,STEN MkⅡ Mod,100,1,5,950,25%,150%,8,39,17,124,86,0,0,100,0,10,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),Supp (Silencer) (5-Star),5853,731,877,1024,1170,52
824,Int.4,Day,251,SMG,X95,100,0,5,970,25%,150%,8,45,14,116,90,0,0,100,0,10,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),Supp (Silencer) (5-Star),5819,727,872,1018,1163,53
824,Int.4,Day,1029,AR,Agent 416,100,0,5,605,68%,150%,15,68,49,82,76,0,0,100,0,10,0,Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),T Exo (Body) (5-Star),5273,725,870,1015,1160,54
824,Int.4,Day,1028,SMG,Agent Vector,100,0,5,925,25%,150%,8,41,12,120,101,0,0,100,0,10,0,Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),Supp (Silencer) (5-Star),5668,708,850,991,1133,55
824,Int.4,Day,215,AR,MDR,100,0,5,595,68%,150%,15,65,53,74,76,0,0,100,0,10,0,Sp. Eq (Exclusive) (5-Star),-,X Exo (Body) (5-Star),5059,695,834,973,1112,56
824,Int.4,Day,72,AR,TAR-21,100,0,5,525,68%,150%,15,67,51,67,89,0,0,100,0,1,0,Optical (Acc) (5-Star),-,Sp. Eq (Exclusive) (5-Star),4899,673,808,943,1077,57
824,Int.4,Day,333,SMG,VP1915,100,0,5,1015,25%,150%,15,27,13,100,90,0,0,100,0,10,0,X Exo (Body) (5-Star),Flare (Ammo) (5-Star),Supp (Silencer) (5-Star),5370,671,805,939,1074,58
824,Int.4,Day,183,HG,Contender,100,0,5,330,70%,150%,195,49,110,107,44,0,0,100,0,10,0,RMR (Acc) (5-Star),AP (Ammo) (5-Star),X Exo (Body) (5-Star),4860,668,801,935,1069,59
824,Int.4,Day,20,SMG,Vector,100,0,5,925,25%,150%,15,32,12,105,100,0,0,100,0,10,0,X Exo (Body) (5-Star),Flare (Ammo) (5-Star),Supp (Silencer) (5-Star),5284,660,792,924,1056,60
824,Int.4,Day,172,AR,Am RFB,100,0,5,525,78%,168%,15,73,72,72,54,0,0,100,0,10,0,Sp. Eq (Exclusive) (5-Star),-,X Exo (Body) (5-Star),4768,655,786,917,1048,61
824,Int.4,Day,364,SMG,MPK,100,0,5,925,25%,150%,15,32,14,109,77,0,0,100,0,10,0,X Exo (Body) (5-Star),Flare (Ammo) (5-Star),Supp (Silencer) (5-Star),5243,655,786,917,1048,62
824,Int.4,Day,236,AR,K11,100,0,5,675,68%,150%,15,56,57,59,76,0,0,100,0,10,0,Optical (Acc) (5-Star),-,X Exo (Body) (5-Star),4747,652,783,913,1044,63
824,Int.4,Day,129,AR,Type95,100,0,5,580,68%,150%,15,63,55,69,71,0,0,100,0,10,0,Sp. Eq (Exclusive) (5-Star),-,X Exo (Body) (5-Star),4725,649,779,909,1039,64
824,Int.4,Day,365,AR,SCR,100,0,5,550,68%,150%,15,54,58,76,79,0,0,100,0,10,0,Optical (Acc) (5-Star),-,X Exo (Body) (5-Star),4702,646,775,905,1034,65
824,Int.4,Day,20094,SMG,Type64 Mod,106,1,5,890,25%,150%,15,30,13,112,93,0,0,100,0,10,0,Sp. Eq (Exclusive) (5-Star),-,Supp (Silencer) (5-Star),5080,635,762,889,1016,66
824,Int.4,Day,20125,MG,Gr MG4 Mod,115,3,5,925,40%,150%,615,96,75,35,139,0,15,100,0,10,10,Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),MG Box (Body) (5-Star),16826,630,757,883,1009,67
824,Int.4,Day,20114,HG,Welrod MkⅡ Mod,120,3,5,410,60%,150%,15,33,79,138,52,5,0,100,0,10,10,Supp (Silencer) (5-Star),-,Sp. Eq (Exclusive) (5-Star),4463,613,736,859,981,68
824,Int.4,Day,20221,HG,GSh-18 Mod,120,3,5,370,50%,150%,50,51,76,95,61,0,0,100,0,10,10,RMR (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),-,4234,582,698,815,931,69
824,Int.4,Day,88,MG,MG3,100,0,5,990,35%,150%,515,65,38,21,125,0,40,100,0,10,0,SLAP (Ammo) (5-Star),RMR (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),15154,568,681,795,909,70
824,Int.4,Day,20053,RF,NTW-20 Mod,120,3,5,475,88%,175%,195,189,87,33,32,0,0,100,0,10,10,Sp. Eq (Exclusive) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),7252,543,652,761,870,71
824,Int.4,Day,1034,SG,Minos,100,0,5,1430,40%,172%,15,56,49,15,24,33,4,100,0,10,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Sp. Eq (Exclusive) (5-Star),8656,541,649,757,865,72
824,Int.4,Day,261,RF,QBU-88,100,0,5,420,88%,175%,195,133,92,44,42,0,0,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),7190,539,647,754,862,73
824,Int.4,Day,1024,RF,Rico,100,0,5,400,88%,195%,195,143,88,37,37,0,0,150,1,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),7145,535,643,750,857,74
824,Int.4,Day,20039,RF,Mosin-Nagant Mod,117,3,5,450,90%,180%,195,172,100,47,31,0,0,100,0,10,10,AP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),7127,534,641,748,855,75
824,Int.4,Day,20252,RF,KSVK Mod,120,3,5,455,88%,175%,195,184,92,33,32,0,0,100,0,10,10,Sp. Eq (Exclusive) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),7110,533,639,746,853,76
824,Int.4,Day,316,RF,General Liu,100,0,5,400,88%,175%,195,146,93,32,40,0,0,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),7103,532,639,745,852,77
824,Int.4,Day,20007,HG,Stechkin Mod,120,3,5,425,70%,150%,15,34,74,93,66,0,0,100,0,10,10,RMR (Acc) (5-Star),-,Sp. Eq (Exclusive) (5-Star),3816,524,629,734,839,78
824,Int.4,Day,1031,RF,Pekola,100,0,5,440,88%,195%,195,133,84,42,37,0,0,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),6968,522,627,731,836,79
824,Int.4,Day,50,RF,Lee Enfield,100,0,5,400,88%,175%,195,142,82,42,40,0,0,100,0,10,0,AP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),Cape (Body) (5-Star),6968,522,627,731,836,80
824,Int.4,Day,266,RF,R93,100,0,5,405,88%,175%,195,140,102,36,39,0,0,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),6957,521,626,730,834,81
824,Int.4,Day,20037,RF,M14 Mod,120,3,5,430,88%,175%,195,117,88,30,44,0,0,100,0,10,10,AP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),Cape (Body) (5-Star),6947,521,625,729,833,82
824,Int.4,Day,20075,MG,M1918 Mod,119,3,5,805,35%,150%,515,105,66,36,108,0,14,100,0,10,10,SLAP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),13879,520,624,728,832,83
824,Int.4,Day,20161,SG,Type97S Mod,115,3,5,1345,88%,150%,15,38,34,17,28,33,3,100,0,10,10,Sp. Eq (Exclusive) (5-Star),Slug (Shell) (5-Star),Optical (Acc) (5-Star),8302,518,622,726,830,84
824,Int.4,Day,79,MG,FF M249SAW,100,0,5,785,60%,150%,515,83,57,38,134,0,14,100,0,10,0,SLAP (Ammo) (5-Star),RMR (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),13736,515,618,721,824,85
824,Int.4,Day,253,MG,Lewis,100,0,5,950,35%,150%,515,108,53,31,111,0,15,100,0,10,0,SLAP (Ammo) (5-Star),RMR (Acc) (5-Star),MG Box (Body) (5-Star),13730,514,617,720,823,86
824,Int.4,Day,20081,MG,LWMMG Mod,116,3,5,885,35%,150%,515,110,63,24,87,0,15,100,0,10,10,SLAP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),MG Box (Body) (5-Star),13716,514,617,720,822,87
824,Int.4,Day,36,RF,Springfield,100,0,5,420,88%,175%,210,135,76,42,42,0,0,100,0,1,0,Sp. Eq (Exclusive) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),6821,511,613,716,818,88
824,Int.4,Day,160,SG,Saiga-12,100,0,5,1320,40%,172%,15,54,43,10,35,34,5,100,0,10,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Sp. Eq (Exclusive) (5-Star),8130,508,609,711,813,89
824,Int.4,Day,4,HG,Python,100,0,5,350,70%,150%,8,62,106,87,49,0,0,100,0,10,0,RMR (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),-,3698,508,610,711,813,90
824,Int.4,Day,1021,MG,Alma Armas,100,0,5,975,35%,150%,515,100,53,23,124,0,15,100,0,10,0,SLAP (Ammo) (5-Star),RMR (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),13428,503,604,704,805,91
824,Int.4,Day,263,MG,Gr MG36,100,0,5,910,35%,150%,515,90,56,36,124,0,15,100,0,10,0,SLAP (Ammo) (5-Star),RMR (Acc) (5-Star),MG Box (Body) (5-Star),13428,503,604,704,805,92
824,Int.4,Day,48,RF,WA2000,100,0,5,440,90%,175%,135,152,87,32,39,0,0,100,0,10,0,SNIP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),Cape (Body) (5-Star),6653,498,598,698,798,93
824,Int.4,Day,20154,SG,M500 Mod,119,3,5,1355,40%,196%,15,50,43,10,29,33,4,100,0,10,10,Plate (Body) (5-Star),Buck (Shell) (5-Star),Sp. Eq (Exclusive) (5-Star),7983,498,598,698,798,94
824,Int.4,Day,20095,RF,Type88 Mod,115,3,5,520,90%,175%,195,133,72,40,37,0,0,100,0,10,10,Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),Cape (Body) (5-Star),6644,498,597,697,797,95
824,Int.4,Day,163,SG,AA-12,100,0,5,1345,88%,150%,15,47,33,10,39,33,5,100,0,10,0,Plate (Body) (5-Star),Sp. Eq (Exclusive) (5-Star),Optical (Acc) (5-Star),7975,498,598,697,797,96
824,Int.4,Day,231,RF,M82A1,100,0,5,440,88%,175%,135,186,81,32,34,0,0,100,0,10,0,SNIP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),Cape (Body) (5-Star),6641,498,597,697,796,97
824,Int.4,Day,1017,HG,Jill Stingray,100,0,5,400,40%,150%,15,32,56,141,55,0,0,100,0,10,0,Supp (Silencer) (5-Star),Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),3598,494,593,692,791,98
824,Int.4,Day,317,RF,Mondragon M1908,100,0,5,420,88%,195%,135,128,78,36,41,0,0,100,0,10,0,SNIP (Ammo) (5-Star),Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),6561,492,590,688,787,99
824,Int.4,Day,20159,SG,RMB-93 Mod,115,3,5,1235,88%,150%,15,35,33,15,29,35,4,100,0,10,10,Sp. Eq (Exclusive) (5-Star),Slug (Shell) (5-Star),Optical (Acc) (5-Star),7849,490,588,686,784,100
824,Int.4,Day,80,MG,M1919A4,100,0,5,910,35%,160%,515,101,60,22,94,0,14,100,0,10,0,SLAP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),MG Box (Body) (5-Star),13029,488,586,684,781,101
824,Int.4,Day,20200,RF,XM3 Mod,104,1,5,420,88%,175%,135,154,96,34,37,0,0,100,0,10,0,SNIP (Ammo) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),6479,485,583,680,777,102
824,Int.4,Day,46,RF,Kar98k,100,0,5,420,88%,195%,135,152,82,44,34,0,0,100,0,10,0,SNIP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),Cape (Body) (5-Star),6470,485,582,679,776,103
824,Int.4,Day,96,HG,Grizzly,100,0,5,430,40%,150%,15,40,54,110,54,0,0,100,0,10,0,Supp (Silencer) (5-Star),-,Sp. Eq (Exclusive) (5-Star),3525,484,581,678,775,104
824,Int.4,Day,1018,HG,Sei Asagiri,100,0,5,425,40%,150%,15,32,62,125,53,0,0,100,0,10,0,Supp (Silencer) (5-Star),-,Sp. Eq (Exclusive) (5-Star),3522,484,581,677,774,105
824,Int.4,Day,20152,SG,M1897 Mod,115,3,5,1345,88%,150%,15,56,26,10,26,33,4,100,0,10,10,Plate (Body) (5-Star),Sp. Eq (Exclusive) (5-Star),Optical (Acc) (5-Star),7725,482,579,675,772,106
824,Int.4,Day,323,SG,LTLX7000,100,0,5,1375,88%,172%,15,40,15,10,28,36,5,97,0,10,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Optical (Acc) (5-Star),7716,482,578,675,771,107
824,Int.4,Day,292,MG,RPK-16,100,0,5,825,53%,150%,515,90,39,36,124,0,15,100,0,10,0,SLAP (Ammo) (5-Star),Optical (Acc) (5-Star),MG Box (Body) (5-Star),12774,479,574,670,766,108
824,Int.4,Day,188,SG,S.A.T.8,100,0,5,1410,88%,172%,15,46,14,11,33,33,4,100,0,10,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Optical (Acc) (5-Star),7635,477,572,668,763,109
824,Int.4,Day,324,SG,M6 ASW,100,0,5,1300,88%,172%,15,56,16,13,28,33,4,100,0,10,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Optical (Acc) (5-Star),7614,475,571,666,761,110
824,Int.4,Day,20002,HG,M1911 Mod,115,3,5,370,40%,150%,8,47,54,91,58,0,0,100,0,10,10,Supp (Silencer) (5-Star),Sp. Eq (Exclusive) (5-Star),-,3423,470,564,658,753,111
824,Int.4,Day,351,SG,M26-MASS,100,0,5,1265,88%,172%,15,52,16,13,30,33,5,100,0,10,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Optical (Acc) (5-Star),7478,467,560,654,747,112
824,Int.4,Day,164,SG,FP-6,100,0,5,1300,88%,172%,15,48,14,11,28,35,4,100,0,10,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Optical (Acc) (5-Star),7442,465,558,651,744,113
824,Int.4,Day,229,SG,M870,100,0,5,1320,88%,150%,15,35,34,11,29,34,4,100,0,10,0,Plate (Body) (5-Star),Flash (Shell) (5-Star),Optical (Acc) (5-Star),7439,464,557,650,743,114
824,Int.4,Day,112,MG,Negev,100,0,5,870,53%,150%,515,89,37,36,134,0,14,100,0,10,0,SLAP (Ammo) (5-Star),Optical (Acc) (5-Star),MG Box (Body) (5-Star),12373,463,556,649,742,115
824,Int.4,Day,1022,SG,Dana Zane,100,0,5,1345,40%,150%,15,46,36,12,26,33,1,100,0,10,0,Sp. Eq (Exclusive) (5-Star),Flash (Shell) (5-Star),PEQ (Acc) (5-Star),7160,447,537,626,716,116
824,Int.4,Day,85,MG,PK,100,0,5,950,55%,150%,515,111,28,23,79,0,16,100,0,10,0,SLAP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),MG Box (Body) (5-Star),11674,437,525,612,700,117
824,Int.4,Day,20049,RF,Type56R Mod,115,3,5,475,60%,150%,195,126,74,49,37,0,0,100,0,10,10,Sp. Eq (Exclusive) (5-Star),Supp (Silencer) (5-Star),-,5523,414,497,579,662,118
824,Int.4,Day,270,RF,4 Shiki,100,0,5,420,60%,150%,195,128,78,49,39,0,0,100,0,10,0,Sp. Eq (Exclusive) (5-Star),Supp (Silencer) (5-Star),-,5467,410,492,574,656,119
824,Int.4,Day,238,MG,QJY-88,100,0,5,825,5%,150%,515,91,35,35,121,0,15,100,0,10,0,SLAP (Ammo) (5-Star),-,MG Box (Body) (5-Star),10457,392,470,548,627,120
824,Int.4,Day,173,MG,PKP,100,0,5,825,5%,150%,515,100,33,29,122,0,15,100,0,10,0,SLAP (Ammo) (5-Star),-,MG Box (Body) (5-Star),10407,390,468,546,624,121
824,Int.4,Day,153,SG,M37,100,0,5,1265,40%,172%,15,58,43,13,26,22,4,100,0,1,0,-,Buck (Shell) (5-Star),Sp. Eq (Exclusive) (5-Star),5941,371,445,519,594,122
824,Int.4,Day,20044,RF,SV-98 Mod,115,3,5,430,60%,175%,15,140,84,41,37,0,0,100,0,10,10,-,Supp (Silencer) (5-Star),Sp. Eq (Exclusive) (5-Star),4866,364,437,510,583,123
824,Int.4,Day,151,SG,M1887,100,0,5,1375,40%,150%,15,41,33,13,22,22,4,100,0,10,0,-,Flash (Shell) (5-Star),PEQ (Acc) (5-Star),5811,363,435,508,581,124
824,Int.4,Day,282,SG,DP-12,100,0,5,1265,40%,150%,15,33,34,14,30,23,5,100,0,10,0,-,Flash (Shell) (5-Star),PEQ (Acc) (5-Star),5746,359,430,502,574,125
824,Int.4,Day,157,SG,Am KSG,100,0,5,1265,40%,150%,15,31,34,13,30,24,5,100,0,10,0,-,Flash (Shell) (5-Star),PEQ (Acc) (5-Star),5737,358,430,501,573,126
824,Int.4,Day,350,SG,FO-12,100,0,5,1280,40%,150%,15,32,34,12,36,23,5,100,0,10,0,-,Flash (Shell) (5-Star),PEQ (Acc) (5-Star),5725,357,429,500,572,127
824,Int.4,Day,281,SG,CAWS,100,0,5,1235,40%,150%,15,32,33,14,35,23,5,100,0,10,0,-,Flash (Shell) (5-Star),PEQ (Acc) (5-Star),5716,357,428,500,571,128
824,Int.4,Day,352,SG,Nova,100,0,5,1320,40%,150%,15,33,34,17,29,19,7,100,0,10,0,-,Flash (Shell) (5-Star),PEQ (Acc) (5-Star),5618,351,421,491,561,129
824,Int.4,Day,1020,RF,Stella Hoshii,100,0,5,450,60%,180%,15,123,89,48,38,0,0,100,0,10,0,-,Supp (Silencer) (5-Star),Sp. Eq (Exclusive) (5-Star),4649,348,418,488,557,130
824,Int.4,Day,162,SG,SPAS-12,100,0,5,1375,40%,150%,15,35,32,10,32,21,4,100,0,10,0,-,Flash (Shell) (5-Star),PEQ (Acc) (5-Star),5494,343,412,480,549,131
824,Int.4,Day,302,SG,Defender,100,0,5,1235,40%,150%,15,40,34,18,27,18,8,100,0,10,0,-,Flash (Shell) (5-Star),PEQ (Acc) (5-Star),5457,341,409,477,545,132
824,Int.4,Day,1025,SG,Triela,100,0,5,1265,65%,172%,15,54,13,13,26,21,4,100,0,10,0,-,Sp. Eq (Exclusive) (5-Star),PEQ (Acc) (5-Star),5439,339,407,475,543,133
824,Int.4,Day,165,SG,M1014,100,0,5,1375,40%,150%,15,33,33,12,32,21,4,100,0,1,0,-,Flash (Shell) (5-Star),PEQ (Acc) (5-Star),5351,334,401,468,535,134
824,Int.4,Day,189,SG,USAS-12,100,0,5,1300,40%,150%,15,31,32,11,37,22,5,100,0,1,0,-,Flash (Shell) (5-Star),PEQ (Acc) (5-Star),5235,327,392,458,523,135
824,Int.4,Day,299,SG,HSM10,100,0,5,1235,40%,140%,15,36,14,13,39,21,4,100,0,10,0,-,Birdshot (Shell) (5-Star),PEQ (Acc) (5-Star),5016,313,376,438,501,136
824,Int.4,Day,156,SG,Super-Shorty,100,0,5,1210,40%,140%,15,30,15,20,42,20,3,100,0,1,0,-,Birdshot (Shell) (5-Star),PEQ (Acc) (5-Star),5007,312,375,438,500,137
824,Int.4,Day,326,SG,512,100,0,5,1280,40%,140%,15,39,16,14,43,20,3,100,0,1,0,-,Birdshot (Shell) (5-Star),PEQ (Acc) (5-Star),4996,312,374,437,499,138
824,Int.4,Day,178,SMG,F1,50,0,3,474,5%,150%,15,19,9,36,66,0,0,100,0,1,0,-,-,-,1335,166,200,233,267,139
824,Int.4,Day,137,SMG,PP-19-01,31,0,3,381,5%,150%,15,17,7,30,68,0,0,100,0,1,0,-,-,-,1062,132,159,185,212,140
824,Int.4,Day,328,SMG,AR-57,31,0,3,360,5%,150%,15,16,7,32,73,0,0,100,0,1,0,-,-,-,1046,130,156,183,209,141
824,Int.4,Day,209,SMG,OTs-39,31,0,3,372,5%,150%,15,17,7,31,59,0,0,100,0,1,0,-,-,-,1032,129,154,180,206,142
824,Int.4,Day,191,SMG,M12,31,0,3,396,5%,150%,15,16,7,27,60,0,0,100,0,1,0,-,-,-,1029,128,154,180,205,143
824,Int.4,Day,267,SMG,MP41,31,0,3,381,5%,150%,15,18,7,26,60,0,0,100,0,1,0,-,-,-,1001,125,150,175,200,144
824,Int.4,Day,335,AR,Fedorov Avtomat,31,0,3,216,20%,150%,15,34,25,20,46,0,0,100,0,1,0,-,-,-,895,123,147,172,196,145
824,Int.4,Day,258,AR,Magal,31,0,3,228,20%,150%,15,28,20,18,54,0,0,100,0,1,0,-,-,-,856,117,141,164,188,146
824,Int.4,Day,265,AR,Gr HK33,30,0,3,204,20%,150%,15,29,21,19,57,0,0,100,0,1,0,-,-,-,857,117,141,164,188,147
824,Int.4,Day,145,RF,OTs-44,50,0,3,180,40%,150%,15,110,39,19,27,0,0,100,0,1,0,-,-,-,1218,91,109,127,146,148
824,Int.4,Day,222,RF,TAC-50,30,0,3,168,40%,150%,15,88,34,13,25,0,0,100,0,1,0,-,-,-,988,74,88,103,118,149
824,Int.4,Day,211,RF,SRS,31,0,3,171,40%,150%,15,77,34,15,27,0,0,100,0,1,0,-,-,-,978,73,88,102,117,150
824,Int.4,Day,305,RF,Tabuk,30,0,3,165,40%,150%,15,67,33,16,30,0,0,100,0,1,0,-,-,-,946,70,85,99,113,151
824,Int.4,Day,321,SG,TS12,30,0,3,471,40%,150%,15,20,7,6,24,8,3,100,0,1,0,-,-,-,1137,71,85,99,113,152
824,Int.4,Day,207,AR,CZ2000,19,0,2,130,20%,150%,15,26,14,15,59,0,0,100,0,1,0,-,-,-,503,69,82,96,110,153
824,Int.4,Day,180,RF,PzB39,30,0,3,165,40%,150%,15,83,29,13,25,0,0,100,0,1,0,-,-,-,915,68,82,96,109,154
824,Int.4,Day,201,RF,Gepard M1,31,0,3,174,40%,150%,15,83,33,13,23,0,0,100,0,1,0,-,-,-,905,67,81,95,108,155
824,Int.4,Day,217,RF,SM-1,30,0,3,159,40%,150%,15,56,33,17,31,0,0,100,0,1,0,-,-,-,875,65,78,91,105,156
824,Int.4,Day,355,SMG,Vigneron M2,12,0,2,196,5%,150%,15,14,5,19,62,0,0,100,0,1,0,-,-,-,511,63,76,89,102,157
824,Int.4,Day,301,SMG,MAS-38,10,0,2,208,5%,150%,15,13,4,17,60,0,0,100,0,1,0,-,-,-,500,62,75,87,100,158
824,Int.4,Day,227,AR,A-91,11,0,2,124,20%,150%,15,25,13,10,54,0,0,100,0,1,0,-,-,-,453,62,74,87,99,159
824,Int.4,Day,279,AR,INSAS,11,0,2,122,20%,150%,15,24,13,11,51,0,0,100,0,1,0,-,-,-,436,59,71,83,95,160
824,Int.4,Day,120,AR,ARX-160,12,0,2,110,20%,150%,15,24,12,12,53,0,0,100,0,1,0,-,-,-,421,57,69,81,92,161
824,Int.4,Day,109,MG,Gr MG5,32,0,3,390,5%,150%,15,52,13,13,95,0,11,100,0,1,0,-,-,-,1339,50,60,70,80,162
824,Int.4,Day,149,MG,AEK-999,30,0,3,321,5%,150%,15,53,13,12,94,0,10,100,0,1,0,-,-,-,1203,45,54,63,72,163
824,Int.4,Day,182,RF,wz.29,31,0,2,128,40%,150%,15,69,28,15,25,0,0,100,0,1,0,-,-,-,584,43,52,61,70,164
824,Int.4,Day,353,SG,MAG-7,13,0,2,272,40%,150%,15,23,5,4,19,5,5,100,0,1,0,-,-,-,614,38,46,53,61,165
824,Int.4,Day,43,RF,SVD,12,0,2,88,40%,150%,15,60,19,9,27,0,0,100,0,1,0,-,-,-,466,34,41,48,55,166
824,Int.4,Day,313,AR,S-ACR,1,0,1,62,20%,150%,15,17,7,6,61,0,0,100,0,10,0,-,-,-,252,34,41,48,55,167
824,Int.4,Day,256,RF,Falcon,12,0,2,98,40%,150%,15,65,17,8,24,0,0,100,0,1,0,-,-,-,450,33,40,47,54,168
824,Int.4,Day,241,RF,RT-20,13,0,2,102,40%,150%,15,73,20,8,20,0,0,100,0,1,0,-,-,-,458,34,41,48,54,169
824,Int.4,Day,146,RF,Gr G28,10,0,2,96,40%,150%,15,53,18,8,28,0,0,100,0,1,0,-,-,-,454,34,40,47,54,170
824,Int.4,Day,284,RF,Zas M76,12,0,2,94,40%,150%,15,51,19,10,27,0,0,100,0,1,0,-,-,-,443,33,39,46,53,171
824,Int.4,Day,230,RF,OBR,11,0,2,90,40%,150%,15,53,18,8,27,0,0,100,0,1,0,-,-,-,434,32,39,45,52,172
824,Int.4,Day,175,AR,ART556,10,0,1,63,20%,150%,15,24,12,11,48,0,0,100,0,1,0,-,-,-,222,30,36,42,48,173
824,Int.4,Day,176,SMG,TMP,1,0,1,75,5%,150%,15,12,3,12,65,0,0,100,0,1,0,-,-,-,194,29,34,40,46,174
824,Int.4,Day,59,SMG,AK-74U,1,0,1,97,5%,150%,15,15,3,11,59,0,0,100,0,1,0,-,-,-,228,28,34,39,45,175
824,Int.4,Day,224,SMG,PM-06,1,0,1,96,5%,150%,15,12,3,11,57,0,0,100,0,1,0,-,-,-,225,28,33,39,45,176
824,Int.4,Day,1030,SMG,Jashin-chan,1,0,1,102,5%,150%,15,10,3,10,54,0,0,100,0,1,0,-,-,-,228,28,34,39,45,177
824,Int.4,Day,144,SMG,MT-9,1,0,1,102,5%,150%,15,11,3,10,63,0,0,100,0,1,0,-,-,-,223,27,33,39,44,178
824,Int.4,Day,342,AR,KH2002,1,0,1,66,20%,150%,15,20,8,6,53,0,0,100,0,1,0,-,-,-,202,27,33,38,44,179
824,Int.4,Day,359,SMG,Sterling,1,0,1,99,5%,150%,15,11,2,10,57,0,0,81,0,1,0,-,-,-,222,27,33,38,44,180
824,Int.4,Day,131,SMG,EVO 3,1,0,1,97,5%,150%,15,10,3,11,65,0,0,100,0,1,0,-,-,-,219,27,32,38,43,181
824,Int.4,Day,218,SMG,T77,1,0,1,93,5%,150%,15,11,3,11,66,0,0,100,0,1,0,-,-,-,215,26,32,37,43,182
824,Int.4,Day,259,SMG,PM-9,1,0,1,88,5%,150%,15,11,3,11,68,0,0,100,0,1,0,-,-,-,215,26,32,37,43,183
824,Int.4,Day,304,SMG,SAF,1,0,1,90,5%,150%,15,11,3,11,70,0,0,100,0,1,0,-,-,-,215,26,32,37,43,184
824,Int.4,Day,327,SMG,SUB-2000,1,0,1,97,5%,150%,15,11,3,10,59,0,0,100,0,1,0,-,-,-,216,27,32,37,43,185
824,Int.4,Day,322,HG,QSB-91,1,0,1,35,20%,150%,15,14,9,10,36,0,0,100,0,10,0,-,-,-,195,26,32,37,42,186
