ID,No.,Type,Rarity,Name,Level,Total Exp,Current Exp,Required Exp,Link,MOD,Max HP,HP,Damage,Accuracy,Evasion,Rate of Fire,Move Speed,Armor,Rounds,Crit.Damage,Skill1,Skill2,Equip1,Equip2,Equip3,Affection,Oathed,Oathed Datetime,Locked
192254656,198,RF,★★★★★,Carcano M91/38,1,0,0,0,x1,,37,37,47,10,5,22,7,0,0,40,10,0,,,,50,,,Locked
192677044,354,HG,★★★★,ZiP .22,90,2062487,0,0,x5,,315,315,29,36,78,61,15,0,0,20,10,0,,,,100,,,Locked
192691568,354,HG,★★★★,ZiP .22,96,2721486,0,0,x5,,325,325,30,38,82,62,15,0,0,20,10,0,,,,100,,,Locked
192694694,354,HG,★★★★,ZiP .22,1,0,0,0,x1,,33,33,12,6,12,44,15,0,0,20,1,0,,,,50,,,Locked
192767477,354,HG,★★★★,ZiP .22,1,0,0,0,x1,,33,33,12,6,12,44,15,0,0,20,1,0,,,,88,,,Locked
192933648,352,SG,★★★★,Nova,100,3263300,-,-,x5,,1320,1320,31,13,16,29,6,19,7,40,10,0,,,,100,,,Locked
194861797,356,AR,★★★★★,A-545,30,45000,0,0,x3,,216,216,30,20,19,63,10,0,0,20,2,0,,,,50,,,Locked
194861942,364,SMG,★★★★,MPK,90,2000400,0,0,x5,,880,880,28,12,69,75,12,0,0,5,10,0,,,,100,,,Locked
194862131,363,SMG,★★★★,MPL,90,1977000,0,0,x5,,880,880,29,12,66,75,12,0,0,5,10,0,,,,71,,,Locked
194862620,364,SMG,★★★★,MPK,1,0,0,0,x1,,93,93,11,2,9,52,12,0,0,5,8,0,,,,50,,,Locked
195309794,198,RF,★★★★★,Carcano M91/38,1,0,0,0,x1,,37,37,47,10,5,22,7,0,0,40,10,0,,,,50,,,Locked
195656503,345,MG,★★★★★,MG338,100,3263300,-,-,x5,,870,870,104,26,26,125,4,0,9,5,10,0,Mk1000 SLAP,VFL 6-24X56,IOP Maximum Ammo Box,100,,,Locked
195722690,331,HG,★★★★★,Kolibri,90,2071875,0,0,x5,,315,315,14,54,116,56,15,0,0,20,10,0,RMR T4 Red Dot Sight,16Lab Hollow-Point,,98,,,Locked
196098479,331,HG,★★★★★,Kolibri,90,1975760,0,0,x4,,252,252,14,54,116,56,15,0,0,20,4,0,,,,100,,,Locked
196292388,341,SMG,★★★★★,SP9,1,0,0,0,x1,,110,110,10,2,8,59,12,0,0,5,10,0,,,,50,,,Locked
196931820,159,SG,★★★,RMB-93,1,0,0,0,x1,,121,121,12,2,2,20,6,3,4,40,1,0,,,,50,,,Locked
196931822,352,SG,★★★★,Nova,1,0,0,0,x1,,132,132,11,2,2,19,6,3,7,40,1,0,,,,50,,,Locked
196932597,323,SG,★★★★★,LTLX7000,100,3263300,-,-,x5,,1375,1375,23,14,11,28,6,25,5,40,10,0,,,,100,,,Locked
197909000,198,RF,★★★★★,Carcano M91/38,1,0,0,0,x1,,37,37,47,10,5,22,7,0,0,40,1,0,,,,50,,,Locked
198328885,277,HG,★★★,Gr VP70,80,1268440,0,0,x4,,240,240,27,44,62,56,15,0,0,20,10,0,,,,100,,,Locked
198798588,361,AR,★★★★★,QBZ-191,100,3263300,-,-,x5,,605,605,56,51,46,78,10,0,0,20,10,0,PEQ-16A,APCR High-Velocity Ammo,IOP T4 Exoskeleton,100,,,Locked
198809880,358,HG,★★★★,PPQ,90,1983490,0,0,x5,,330,330,30,53,64,60,15,0,0,20,10,0,,,,72,,,Locked
198811579,20114,HG,★★★★★★,Welrod MkⅡ Mod,110,5275540,0,0,x5,Mod2,405,405,30,73,96,52,15,0,0,40,8,10,AC4 Suppressor,ILM Hollow-Point Ammo,IOP T4 Exoskeleton,100,,,Locked
199087138,351,SG,★★★★★,M26-MASS,100,3263300,-,-,x5,,1265,1265,35,15,14,30,6,22,5,40,1,0,,,,100,,,Locked
199138418,46,RF,★★★★★,Kar98k,8,3000,0,0,x1,,45,45,52,14,8,23,7,0,0,40,10,0,,,,50,,,Locked
199159385,350,SG,★★★★★,FO-12,100,3263300,-,-,x5,,1280,1280,30,13,11,36,6,23,5,40,4,0,,,,100,,,Locked
199540718,357,HG,★★★★★,Rhino,1,0,0,0,x1,,37,37,12,9,9,38,15,0,0,40,1,0,,,,50,,,
200246673,20115,SMG,★★★★★★,Suomi Mod,110,5263300,0,0,x5,Mod2,1115,1115,31,15,72,94,12,0,0,5,10,10,Mk31 Multi-functional Exoskeleton,Signal Flare,AC4 Suppressor,100,,,Locked
201028614,350,SG,★★★★★,FO-12,1,0,0,0,x1,,128,128,12,2,2,25,6,3,5,40,1,0,,,,50,,,Locked
201028651,350,SG,★★★★★,FO-12,1,0,0,0,x1,,128,128,12,2,2,25,6,3,5,40,1,0,,,,50,,,Locked
201028682,350,SG,★★★★★,FO-12,1,0,0,0,x1,,128,128,12,2,2,25,6,3,5,40,1,0,,,,50,,,Locked
201028693,368,SG,★★★★,UTS-15,11,6000,0,0,x2,,256,256,17,4,4,19,6,4,5,40,10,0,,,,50,,,Locked
201093958,352,SG,★★★★,Nova,1,0,0,0,x1,,132,132,11,2,2,19,6,3,7,40,2,0,,,,50,,,Locked
201650872,363,SMG,★★★★,MPL,90,2023810,0,0,x5,,880,880,29,12,66,75,12,0,0,5,10,0,,,,62,,,Locked
201730097,352,SG,★★★★,Nova,1,0,0,0,x1,,132,132,11,2,2,19,6,3,7,40,2,0,,,,50,,,Locked
201881417,350,SG,★★★★★,FO-12,1,0,0,0,x1,,128,128,12,2,2,25,6,3,5,40,1,0,,,,50,,,Locked
201888423,363,SMG,★★★★,MPL,90,1977000,0,0,x5,,880,880,29,12,66,75,12,0,0,5,10,0,,,,50,,,Locked
201916243,363,SMG,★★★★,MPL,90,1977000,0,0,x5,,880,880,29,12,66,75,12,0,0,5,10,0,,,,50,,,Locked
202161411,364,SMG,★★★★,MPK,1,0,0,0,x1,,93,93,11,2,9,52,12,0,0,5,8,0,,,,50,,,Locked
202385744,363,SMG,★★★★,MPL,1,0,0,0,x1,,93,93,11,2,9,52,12,0,0,5,4,0,,,,50,,,Locked
202468210,1036,SMG,★★★★★,Lily Hoshikawa,1,0,0,0,x1,,88,88,10,2,11,68,12,0,1,5,1,0,,,,50,,,Locked
202472397,364,SMG,★★★★,MPK,1,0,0,0,x1,,93,93,11,2,9,52,12,0,0,5,1,0,,,,50,,,Locked
202571987,352,SG,★★★★,Nova,1,0,0,0,x1,,132,132,11,2,2,19,6,3,7,40,2,0,,,,50,,,Locked
202601516,366,SG,★★★★★,SPAS-15,8,3000,0,0,x1,,142,142,16,3,3,25,6,4,3,40,9,0,,,,50,,,Locked
202674422,198,RF,★★★★★,Carcano M91/38,1,0,0,0,x1,,37,37,47,10,5,22,7,0,0,40,1,0,,,,50,,,Locked
203689507,352,SG,★★★★,Nova,1,0,0,0,x1,,132,132,11,2,2,19,6,3,7,40,1,0,,,,50,,,Locked
203983385,198,RF,★★★★★,Carcano M91/38,1,0,0,0,x1,,37,37,47,10,5,22,7,0,0,40,1,0,,,,50,,,Locked
203983807,363,SMG,★★★★,MPL,1,0,0,0,x1,,93,93,11,2,9,52,12,0,0,5,1,0,,,,50,,,
203983826,363,SMG,★★★★,MPL,1,0,0,0,x1,,93,93,11,2,9,52,12,0,0,5,1,0,,,,50,,,
203984249,364,SMG,★★★★,MPK,1,0,0,0,x1,,93,93,11,2,9,52,12,0,0,5,1,0,,,,50,,,Locked
203984284,364,SMG,★★★★,MPK,1,0,0,0,x1,,93,93,11,2,9,52,12,0,0,5,1,0,,,,50,,,
204229867,96,HG,★★★★★,Grizzly,1,0,0,0,x1,,43,43,13,6,8,36,15,0,0,20,1,0,,,,50,,,
204270413,368,SG,★★★★,UTS-15,1,0,0,0,x1,,116,116,14,2,2,18,6,3,5,40,1,0,,,,50,,,Locked
204706408,230,RF,★★★,OBR,1,0,0,0,x1,,41,41,42,10,4,25,7,0,0,40,5,0,,,,50,,,Locked
204919666,282,SG,★★★★★,DP-12,1,0,0,0,x1,,127,127,12,2,2,21,6,3,5,40,1,0,,,,50,,,Locked
205040204,96,HG,★★★★★,Grizzly,1,0,0,0,x1,,43,43,13,6,8,36,15,0,0,20,1,0,,,,50,,,
205040211,5,HG,★★,M1895,100,3263300,-,-,x5,,350,350,32,46,92,44,15,0,0,20,5,0,,,,50,,,Locked
205056787,94,SMG,★★,Type64,1,0,0,0,x1,,88,88,11,2,9,65,12,0,0,5,1,0,,,,50,,,
205056898,94,SMG,★★,Type64,1,0,0,0,x1,,88,88,11,2,9,65,12,0,0,5,1,0,,,,50,,,
205083974,94,SMG,★★,Type64,1,0,0,0,x1,,88,88,11,2,9,65,12,0,0,5,1,0,,,,50,,,
205083978,94,SMG,★★,Type64,1,0,0,0,x1,,88,88,11,2,9,65,12,0,0,5,1,0,,,,50,,,
205084033,94,SMG,★★,Type64,1,0,0,0,x1,,88,88,11,2,9,65,12,0,0,5,1,0,,,,50,,,
205084044,354,HG,★★★★,ZiP .22,1,0,0,0,x1,,33,33,12,6,12,44,15,0,0,20,1,0,,,,50,,,
205084048,354,HG,★★★★,ZiP .22,1,0,0,0,x1,,33,33,12,6,12,44,15,0,0,20,1,0,,,,50,,,
205125922,10,HG,★★,PPK,1,0,0,0,x1,,29,29,9,7,12,42,15,0,0,20,1,0,,,,50,,,
205125923,139,HG,★★,Bren Ten,1,0,0,0,x1,,35,35,12,7,9,40,15,0,0,20,1,0,,,,50,,,
205125925,141,HG,★★,Gr USPCompact,1,0,0,0,x1,,33,33,9,8,11,44,15,0,0,20,1,0,,,,50,,,
205137139,63,AR,★★,Gr G3,1,0,0,0,x1,,55,55,20,6,5,41,10,0,0,20,1,0,,,,50,,,
205137140,25,SMG,★★,MP40,1,0,0,0,x1,,93,93,11,2,8,52,12,0,0,5,1,0,,,,50,,,
205137142,68,AR,★★,L85A1,1,0,0,0,x1,,47,47,16,5,5,52,10,0,0,20,1,0,,,,50,,,
205137143,68,AR,★★,L85A1,1,0,0,0,x1,,47,47,16,5,5,52,10,0,0,20,1,0,,,,50,,,
205137145,74,AR,★★,SIG-510,1,0,0,0,x1,,58,58,20,5,5,39,10,0,0,20,1,0,,,,50,,,
205137147,33,SMG,★★,m45,1,0,0,0,x1,,93,93,12,2,9,52,12,0,0,5,1,0,,,,50,,,
205137148,71,AR,★★,Galil,1,0,0,0,x1,,53,53,17,5,5,43,10,0,0,20,1,0,,,,50,,,
205137149,71,AR,★★,Galil,1,0,0,0,x1,,53,53,17,5,5,43,10,0,0,20,1,0,,,,50,,,
205137150,71,AR,★★,Galil,1,0,0,0,x1,,53,53,17,5,5,43,10,0,0,20,1,0,,,,50,,,
205137152,68,AR,★★,L85A1,1,0,0,0,x1,,47,47,16,5,5,52,10,0,0,20,1,0,,,,50,,,
205137154,133,AR,★★,Type63,1,0,0,0,x1,,50,50,19,5,5,50,10,0,0,20,1,0,,,,50,,,
205137166,63,AR,★★,Gr G3,1,0,0,0,x1,,55,55,20,6,5,41,10,0,0,20,1,0,,,,50,,,
205137167,63,AR,★★,Gr G3,1,0,0,0,x1,,55,55,20,6,5,41,10,0,0,20,1,0,,,,50,,,
205137171,92,SMG,★★,Spectre M4,1,0,0,0,x1,,88,88,10,2,10,63,12,0,0,5,1,0,,,,50,,,
205199206,25,SMG,★★,MP40,1,0,0,0,x1,,93,93,11,2,8,52,12,0,0,5,1,0,,,,50,,,
205199207,63,AR,★★,Gr G3,1,0,0,0,x1,,55,55,20,6,5,41,10,0,0,20,1,0,,,,50,,,
205199208,47,RF,★★,G43,1,0,0,0,x1,,40,40,41,8,4,27,7,0,0,40,1,0,,,,50,,,
205199209,51,RF,★★,FF FN49,1,0,0,0,x1,,47,47,41,8,4,22,7,0,0,40,1,0,,,,50,,,
150030329,20,SMG,★★★★★,Vector,100,3263300,-,-,x1,,185,6,30,11,71,101,12,0,0,5,10,0,#2 Processor,16Lab Hollow-Point,EOT 518,100,,,Locked
192516662,96,HG,★★★★★,Grizzly,68,650968,14168,19032,x3,,216,216,30,37,47,49,15,0,0,20,8,0,,,,100,,,Locked
199159384,357,HG,★★★★★,Rhino,79,1178025,2925,58875,x3,,195,195,29,63,63,53,15,0,0,40,3,0,,,,100,,,Locked
204395879,377,RF,★★★★★,SCAR-H,100,3263300,-,-,x5,,425,425,114,93,29,41,7,0,0,40,10,0,,,,60,,,Locked
205137175,378,AR,★★★★★,SCAR-L,100,3263300,-,-,x5,,550,550,56,48,52,78,10,0,0,20,10,0,,,,51,,,Locked
174275144,20,SMG,★★★★★,Vector,100,3263300,-,-,x1,,185,54,30,11,71,101,12,0,0,5,10,0,#2 Processor,16Lab Hollow-Point,EOT 518,100,,,Locked
90670001,20205,AR,★★★★★★,AN-94 Mod,110,5263300,-,-,x5,Mod1,585,585,59,69,49,80,10,0,0,20,10,0,PEQ-16A,APCR High-Velocity Ammo,#2 Processor,150,Oathed,2021-01-02 00:08,Locked
12230331,20104,SMG,★★★★★★,Gr G36c Mod,110,5277908,14608,465392,x5,Mod2,1070,857,33,14,70,84,12,0,0,5,10,10,IOP T4 Exoskeleton,ILM Hollow-Point Ammo,PEQ-16A,150,Oathed,2022-02-05 04:30,Locked
14503266,20122,AR,★★★★★★,Gr G11 Mod,116,13866650,1583350,1416650,x5,Mod3,620,620,47,47,44,97,10,0,0,20,10,10,VFL 6-24X56,16Lab High-Velocity Ammo,G-box,200,Oathed,2020-12-26 00:58,Locked
181446953,20293,AR,★★★★★★,AK-15 Mod,110,5382518,119218,360782,x5,Mod2,585,585,62,53,52,78,10,0,0,20,10,10,16Lab Infrared Designator,APCR High-Velocity Ammo,#2 Processor,150,Oathed,2023-01-18 12:58,Locked
181447064,20171,AR,★★★★★,Ribeyrolles Mod,110,5309844,46544,433456,x5,Mod2,585,585,65,47,41,68,10,0,0,20,10,10,,,,100,,,Locked
196099213,341,SMG,★★★★★,SP9,90,2031392,55992,56608,x5,,1045,1045,26,12,63,86,12,0,0,5,10,0,IOP T4 Exoskeleton,ILM Hollow-Point Ammo,PEQ-15,100,,,Locked
169895522,20010,HG,★★★★,PPK Mod,100,3263300,0,100000,x5,Mod1,330,330,28,59,100,63,15,0,0,20,6,0,,,,100,,,Locked
194861851,363,SMG,★★★★,MPL,91,2117859,29859,86241,x5,,885,885,29,12,67,76,12,0,0,5,10,0,IOP T4 Exoskeleton,ILM Hollow-Point Ammo,PEQ-15,100,,,Locked
202764276,20115,SMG,★★★★★★,Suomi Mod,110,5263300,0,480000,x5,Mod2,1115,1115,31,15,72,94,12,0,0,5,10,10,,,,100,,,Locked
203745076,377,RF,★★★★★,SCAR-H,100,3263300,-,-,x5,,425,425,114,93,29,41,7,0,0,40,10,0,M1022 Sniper Rounds,VFL 6-24X56,Thermoptic Camouflage Cape,100,,,Locked
203983315,378,AR,★★★★★,SCAR-L,100,3263300,-,-,x5,,550,550,56,48,52,78,10,0,0,20,10,0,VFL 6-24X56,MK318 Mod X,Focus Chip,100,,,Locked
3896248,20055,AR,★★★★★,M4A1 Mod,120,30283300,-,-,x5,Mod3,565,565,50,50,50,80,10,0,0,20,10,10,PEQ-16A,APCR High-Velocity Ammo,Inherited Case,200,Oathed,2020-06-28 16:29,Locked
137933862,20097,HG,★★★★★★,M950A Mod,115,10083300,-,-,x5,Mod2,400,400,32,57,76,72,15,0,0,20,10,8,,,,100,,,Locked
181911131,294,HG,★★★★★,Webley,100,3263300,-,-,x5,,430,430,29,66,81,57,15,0,0,20,10,0,,ILM Hollow-Point Ammo,IOP T4 Exoskeleton,100,,,Locked
190540335,331,HG,★★★★★,Kolibri,100,3263300,-,-,x5,,330,330,15,59,128,58,15,0,0,20,10,0,,,,100,,,Locked
198349199,323,SG,★★★★★,LTLX7000,100,3263300,-,-,x5,,1375,1375,23,14,11,28,6,25,5,40,10,0,Type 3 Armor Plate,Shotgun Flash Shells,S.F. Modified Tactical Light,100,,,Locked
132406464,20091,HG,★★★★,MP-446 Mod,110,5613669,350369,129631,x5,Mod2,335,335,30,56,78,60,15,0,0,20,8,8,,,,100,,,Locked
140918768,1027,AR,★★★★★,Angelica,100,3263300,-,-,x5,,605,605,55,57,46,75,10,0,0,30,8,0,,,Fairy Tale Picture Books,100,,,Locked
152979859,20095,RF,★★★★,Type88 Mod,110,5430711,167411,312589,x5,Mod2,515,515,116,68,38,37,7,0,0,40,10,1,,,,100,,,Locked
155937965,20032,SMG,★★★★,Micro Uzi Mod,110,5566241,302941,177059,x5,Mod2,875,875,25,13,81,104,12,0,0,5,10,10,,,,100,,,Locked
170595052,20049,RF,★★★★,Type56R Mod,110,5383112,119812,360188,x5,Mod2,470,470,110,69,37,36,7,0,0,40,10,10,M1022 Sniper Rounds,VFL 6-24X56,Thermoptic Camouflage Cape,150,Oathed,2022-01-02 13:48,Locked
2044219,20114,HG,★★★★★★,Welrod MkⅡ Mod,110,5412120,148820,331180,x5,Mod2,405,405,30,73,96,52,15,0,0,40,10,10,,,,100,,,Locked
6616590,20101,SMG,★★★★★,UMP9 Mod,110,5431810,168510,311490,x5,Mod2,895,895,29,17,82,87,12,0,0,5,8,10,,,,100,,,Locked
167647392,20154,SG,★★★★,M500 Mod,110,5272580,9280,470720,x5,Mod2,1340,1340,32,12,10,29,6,22,4,40,1,10,,,,100,,,Locked
167647393,20001,HG,★★★★★,SAA Mod,110,5643682,380382,99618,x5,Mod2,410,410,36,50,78,50,15,0,0,20,8,8,RMR T4 Red Dot Sight,,,100,,,Locked
170515579,20159,SG,★★★★,RMB-93 Mod,110,5358530,95230,384770,x5,Mod2,1225,1225,33,12,14,28,6,23,4,40,8,10,,,,100,,,Locked
4038683,20056,AR,★★★★★,M4 SOPMOD II Mod,119,29070126,4786826,1213174,x5,Mod3,565,565,52,51,46,79,10,0,0,30,10,10,Dinergate RO,,,200,Oathed,2020-02-26 22:45,Locked
101532436,20103,SMG,★★★★★,UMP45 Mod,114,8628904,145604,1454396,x5,Mod2,970,970,29,14,76,83,12,0,0,5,10,10,UMP UX Exoskeleton,,,100,,,Locked
126639741,20002,HG,★★★★,M1911 Mod,103,3627290,3990,156010,x5,Mod1,365,365,28,50,75,58,15,0,0,20,8,0,,,,100,,,Locked
138334071,20252,RF,★★★★★,KSVK Mod,115,10970892,887592,1312408,x5,Mod3,450,450,164,86,31,32,7,0,0,40,8,10,12.7mm 1SL,,,200,Oathed,2021-01-01 19:32,Locked
167646387,20081,MG,★★★★,LWMMG Mod,110,5322700,59400,420600,x5,Mod2,880,880,102,27,24,92,4,0,10,5,4,10,,,,100,,,Locked
99025678,228,SMG,★★★★★,100 Shiki,100,3263300,-,-,x5,,1060,1060,29,14,67,76,12,0,0,5,10,0,,,Folding Stock,100,,,Locked
114071711,20037,RF,★★★★,M14 Mod,115,10977570,894270,1305730,x5,Mod3,430,430,110,73,28,44,7,0,0,40,10,10,,,,200,Oathed,2020-08-11 23:51,Locked
135063528,214,AR,★★★★★,ADS,90,1976320,920,111680,x5,,575,575,46,49,41,75,10,0,0,20,4,0,,,,100,,,Locked
136656162,196,AR,★★★★★,Zas M21,92,2315470,111370,8130,x1,,117,117,52,45,38,72,10,0,0,20,1,0,,,,100,,,Locked
140222983,205,AR,★★★★★,AN-94,90,1978200,2800,109800,x5,,550,550,51,61,43,74,10,0,0,20,8,0,,,,100,,,Locked
43492742,73,AR,★★★★★,AUG,100,3263300,-,-,x5,,605,605,55,57,46,75,10,0,0,30,10,0,PEQ-16A,APCR High-Velocity Ammo,#2 Processor,150,Oathed,2019-03-18 19:22,Locked
76487612,237,AR,★★★★,SAR-21,40,108000,0,0,x3,,243,243,29,23,19,66,10,0,0,20,1,0,,,,100,,,Locked
108415018,20007,HG,★★★★★,Stechkin Mod,107,4438482,0,0,x5,Mod1,420,420,31,50,67,65,15,0,0,20,10,0,Stechkin Buttstock,,,100,,,Locked
201028674,366,SG,★★★★★,SPAS-15,100,3263300,-,-,x1,,264,264,35,14,10,34,6,23,3,40,10,0,,,,100,,,Locked
201650841,364,SMG,★★★★,MPK,90,1977000,0,0,x5,,880,880,28,12,69,75,12,0,0,5,10,0,,,,50,,,Locked
