ID,No.,Type,Star,Name,Doll ID,Doll,Damage,Accuracy,Evasion,Move Speed,Rate of Fire,Crit.Rate,Crit.Damage,Armor Pen.,Armor,Shield,Damage Amplify,Damage Reduction,Night View,Rounds,Equip Exp,Equip Level,Adjust Count,Locked
21434134,12,Red Dot,★★★★★,ITI MARS,-,-,0,11,0,0,-2,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
21434135,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
21449779,89,Camouflage Cape,★★★★,Urban Camouflage Cape,-,-,0,0,0,-3,0,8%,0%,0,0,0,0%,0%,0%,0,0,0,0,
21607100,64,Suppressor,★★★,AC2 Suppressor,-,-,0,0,3,0,0,0%,7%,0,0,0,0%,0%,0%,0,0,0,0,
21690999,72,Hollow-point,★★★★★,ILM Hollow-Point Ammo,-,-,9,0,0,0,0,0%,0%,-7,0,0,0%,0%,0%,0,1551,4,3,Locked
21916562,4,Optical,★★★★★,VFL 6-24X56,-,-,0,0,0,0,0,0%,19%,0,0,0,0%,0%,0%,0,0,0,0,Locked
21918979,117,Exclusive,★★★★★,Glorylight,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,100%,0,1,0,0,Locked
22041624,64,Suppressor,★★★,AC2 Suppressor,-,-,0,0,3,0,0,0%,6%,0,0,0,0%,0%,0%,0,0,0,0,
22049046,118,Exclusive,★★★★★,Black Cat,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,100%,0,1,0,0,Locked
22075350,4,Optical,★★★★★,VFL 6-24X56,1116666,M4 SOPMOD II Mod,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,8,Locked
22156117,71,Hollow-point,★★★★,ILM Hollow-Point Ammo,-,-,4,0,0,0,0,0%,0%,-5,0,0,0%,0%,0%,0,1,0,0,
22194811,89,Camouflage Cape,★★★★,Urban Camouflage Cape,-,-,0,0,0,-3,0,8%,0%,0,0,0,0%,0%,0%,0,0,0,0,
22332530,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
22732624,12,Red Dot,★★★★★,ITI MARS,-,-,0,12,0,0,-2,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
22761741,40,T-Exo,★★★★★,IOP T4 Exoskeleton,31213420,Contender,-7,0,23,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,
22779592,122,Exclusive,★★★★★,SAA Long Barrel,-,-,1,0,6,0,0,0%,12%,0,0,0,0%,0%,0%,0,651,1,0,Locked
22883016,68,Ammunition Box,★★★★★,IOP Maximum Ammo Box,-,-,0,0,-2,0,0,0%,0%,0,0,0,0%,0%,0%,5,10000,10,6,Locked
23139730,32,High-velocity,★★★★★,APCR High-Velocity Ammo,14869078,9A-91,13,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,851,3,0,
23327133,4,Optical,★★★★★,VFL 6-24X56,-,-,0,0,0,0,0,0%,29%,0,0,0,0%,0%,0%,0,2425,5,0,Locked
24071034,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,1,0,0,
24101117,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
24206282,89,Camouflage Cape,★★★★,Urban Camouflage Cape,-,-,0,0,0,-3,0,8%,0%,0,0,0,0%,0%,0%,0,0,0,0,
24250000,39,T-Exo,★★★★,IOP T3 Exoskeleton,-,-,-5,0,14,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,
24358942,173,Exclusive,★★★★★,9x39mm SPP,-,-,9,0,0,0,0,8%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
24673155,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,81%,0,0,0,0,
24767272,8,Holographic,★★★★★,EOT 518,-,-,4,8,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
24767273,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
24777760,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,83%,0,0,0,0,
24829824,161,Exclusive,★★★★★,Advanced Infantry Sight,-,-,2,0,0,0,0,0%,20%,0,0,0,0%,0%,0%,0,1,0,0,Locked
24852184,8,Holographic,★★★★★,EOT 518,-,-,4,7,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
24852211,132,Exclusive,★★★★★,Gr MG4 MGO,-,-,0,18,0,0,-1,0%,20%,0,0,0,0%,0%,0%,0,1,0,0,Locked
24987744,182,Exclusive,★★★★★,S&B762,51756774,Type79,14,0,0,0,-4,0%,0%,0,0,0,0%,0%,0%,0,2301,3,0,Locked
24999794,179,Exclusive,★★★★★,WML & Tactical Handguard,-,-,0,0,20,0,0,0%,20%,0,0,0,0%,0%,0%,0,30000,10,6,Locked
25046039,39,T-Exo,★★★★,IOP T3 Exoskeleton,-,-,-5,0,14,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
25327242,12,Red Dot,★★★★★,ITI MARS,-,-,0,12,0,0,-3,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
25384087,12,Red Dot,★★★★★,ITI MARS,-,-,0,12,0,0,-3,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
25400222,8,Holographic,★★★★★,EOT 518,-,-,4,6,0,0,-4,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
25529378,8,Holographic,★★★★★,EOT 518,-,-,5,7,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
25670999,4,Optical,★★★★★,VFL 6-24X56,91191298,AN-94,0,0,0,0,0,0%,34%,0,0,0,0%,0%,0%,0,5600,8,0,Locked
25743620,39,T-Exo,★★★★,IOP T3 Exoskeleton,-,-,-5,0,14,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,
25763587,135,Exclusive,★★★★★,SP6 Subsonic Ammo,-,-,24,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,30000,10,4,Locked
25946643,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
25946680,80,Slug,★★★★★,SABOT Slug,-,-,0,13,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,1901,5,0,
25962656,39,T-Exo,★★★★,IOP T3 Exoskeleton,-,-,-5,0,14,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
25989239,8,Holographic,★★★★★,EOT 518,-,-,4,8,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
26050405,89,Camouflage Cape,★★★★,Urban Camouflage Cape,-,-,0,0,0,-3,0,8%,0%,0,0,0,0%,0%,0%,0,0,0,0,
26092802,8,Holographic,★★★★★,EOT 518,-,-,4,7,0,0,-4,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
26094901,89,Camouflage Cape,★★★★,Urban Camouflage Cape,-,-,0,0,0,-3,0,8%,0%,0,0,0,0%,0%,0%,0,0,0,0,
26114937,89,Camouflage Cape,★★★★,Urban Camouflage Cape,-,-,0,0,0,-3,0,8%,0%,0,0,0,0%,0%,0%,0,0,0,0,
26135303,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,80%,0,0,0,0,
26238330,90,Camouflage Cape,★★★★★,Thermoptic Camouflage Cape,37848305,Type88 Mod,0,0,0,-3,0,25%,0%,0,0,0,0%,0%,0%,0,10000,10,6,Locked
26472888,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
26496780,89,Camouflage Cape,★★★★,Urban Camouflage Cape,-,-,0,0,0,-3,0,9%,0%,0,0,0,0%,0%,0%,0,0,0,0,
26539445,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,80%,0,0,0,0,
26624576,57,X-Exo,★★★★,IOP X3 Exoskeleton,230174,M1911 Mod,0,0,6,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
26697379,8,Holographic,★★★★★,EOT 518,-,-,5,8,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
26781846,72,Hollow-point,★★★★★,ILM Hollow-Point Ammo,-,-,8,0,0,0,0,0%,0%,-8,0,0,0%,0%,0%,0,1,0,0,Locked
26790908,183,Exclusive,★★★★★,Duelling Cards,-,-,0,0,0,-3,0,45%,0%,0,0,0,0%,0%,0%,0,30000,10,5,Locked
26801163,184,Exclusive,★★★★★,Fairy Tale Picture Books,-,-,8,0,9,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
26819051,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,79%,0,0,0,0,
26838700,187,Exclusive,★★★★★,Antique Kaleidoscope,-,-,0,2,6,0,0,0%,13%,0,0,0,0%,0%,0%,0,801,1,0,Locked
26838907,186,Exclusive,★★★★★,Bayonet,-,-,9,0,0,0,0,11%,12%,0,0,0,0%,0%,0%,0,1,0,0,Locked
26839302,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,76%,0,1,0,0,
27011221,110,High-velocity,★★★★★,16Lab High-Velocity Ammo,1116666,M4 SOPMOD II Mod,18,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,7026,8,0,Locked
27059427,95,Hollow-point,★★★★★,16Lab Hollow-Point,34251054,RO635 Mod,10,0,0,0,0,0%,0%,-7,0,0,0%,0%,0%,0,1,0,0,Locked
27147869,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,10%,0,0,0,0%,0%,0%,0,0,0,0,
27275529,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,10%,0,0,0,0%,0%,0%,0,0,0,0,
27505604,39,T-Exo,★★★★,IOP T3 Exoskeleton,-,-,-5,0,14,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
27526017,90,Camouflage Cape,★★★★★,Thermoptic Camouflage Cape,124124267,KSVK Mod,0,0,0,-3,0,25%,0%,0,0,0,0%,0%,0%,0,10000,10,8,Locked
27593541,89,Camouflage Cape,★★★★,Urban Camouflage Cape,-,-,0,0,0,-3,0,8%,0%,0,0,0,0%,0%,0%,0,0,0,0,
27593546,68,Ammunition Box,★★★★★,IOP Maximum Ammo Box,77201284,Negev,0,0,-2,0,0,0%,0%,0,0,0,0%,0%,0%,4,10000,10,0,
27602441,67,Ammunition Box,★★★★,IOP High-Capacity Ammo Box,-,-,0,0,-1,0,0,0%,0%,0,0,0,0%,0%,0%,1,0,0,0,
27602442,4,Optical,★★★★★,VFL 6-24X56,-,-,0,0,0,0,0,0%,19%,0,0,0,0%,0%,0%,0,0,0,0,Locked
27602443,67,Ammunition Box,★★★★,IOP High-Capacity Ammo Box,-,-,0,0,-1,0,0,0%,0%,0,0,0,0%,0%,0%,1,0,0,0,
27624197,67,Ammunition Box,★★★★,IOP High-Capacity Ammo Box,-,-,0,0,-1,0,0,0%,0%,0,0,0,0%,0%,0%,1,0,0,0,
27624198,67,Ammunition Box,★★★★,IOP High-Capacity Ammo Box,-,-,0,0,-1,0,0,0%,0%,0,0,0,0%,0%,0%,1,0,0,0,
27657649,20,Armor-piercing,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,31213420,Contender,0,0,0,0,0,0%,0%,111,0,0,0%,0%,0%,0,1,0,0,
27803741,31,High-velocity,★★★★,JHP High-Velocity Ammo,-,-,5,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,
27808503,90,Camouflage Cape,★★★★★,Thermoptic Camouflage Cape,-,-,0,0,0,-3,0,21%,0%,0,0,0,0%,0%,0%,0,2875,6,6,Locked
27845264,160,Exclusive,★★★★★,No32 MKI,-,-,0,0,0,0,3,0%,43%,0,0,0,0%,0%,0%,0,20351,8,0,Locked
27939699,67,Ammunition Box,★★★★,IOP High-Capacity Ammo Box,-,-,0,0,-1,0,0,0%,0%,0,0,0,0%,0%,0%,1,1,0,0,
27963329,8,Holographic,★★★★★,EOT 518,-,-,4,7,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
28115554,89,Camouflage Cape,★★★★,Urban Camouflage Cape,-,-,0,0,0,-3,0,8%,0%,0,0,0,0%,0%,0%,0,0,0,0,
28130424,89,Camouflage Cape,★★★★,Urban Camouflage Cape,-,-,0,0,0,-3,0,9%,0%,0,0,0,0%,0%,0%,0,0,0,0,
28179960,90,Camouflage Cape,★★★★★,Thermoptic Camouflage Cape,-,-,0,0,0,-3,0,24%,0%,0,0,0,0%,0%,0%,0,8150,9,6,Locked
28311098,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
28352680,80,Slug,★★★★★,SABOT Slug,-,-,0,11,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,1901,5,0,
28388728,16,Night Equipment,★★★★★,PEQ-16A,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,94%,0,1,0,0,Locked
28445374,201,Exclusive,★★★★★,Go-Bag "V",-,-,-6,0,35,0,0,0%,0%,0,0,0,0%,0%,0%,0,10000,10,0,Locked
28445375,204,Exclusive,★★★★★,416's Go-Bag,-,-,0,0,20,0,0,0%,0%,0,0,0,0%,0%,0%,0,10000,10,0,Locked
28445787,199,Exclusive,★★★★★,Osprey 45 Silencer,-,-,0,0,10,0,0,0%,20%,0,0,0,0%,0%,0%,0,10000,10,0,Locked
28455388,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,82%,0,0,0,0,
28455426,202,Exclusive,★★★★★,ACOG (4X),-,-,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,0,Locked
28471332,89,Camouflage Cape,★★★★,Urban Camouflage Cape,-,-,0,0,0,-3,0,8%,0%,0,0,0,0%,0%,0%,0,0,0,0,
28490155,200,Exclusive,★★★★★,.45 Hollow Point Ammo (Incendiary),-,-,15,0,0,0,0,0%,0%,-7,0,0,0%,0%,0%,0,10000,10,0,Locked
28539112,203,Exclusive,★★★★★,556 High-Velocity Ammo (Explosive),-,-,20,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,10000,10,0,Locked
28561014,90,Camouflage Cape,★★★★★,Thermoptic Camouflage Cape,-,-,0,0,0,-3,0,12%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
28644162,20,Armor-piercing,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,0,0,0,0,0,0%,0%,157,0,0,0%,0%,0%,0,5650,8,0,Locked
28644164,44,Armor Plate,★★★★★,Type 3 Armor Plate,32681875,Elphelt,0,0,-2,0,0,0%,0%,0,7,0,0%,0%,0%,0,2100,5,0,
28644167,44,Armor Plate,★★★★★,Type 3 Armor Plate,82390453,SPAS-12,0,0,-2,0,0,0%,0%,0,11,0,0%,0%,0%,0,10000,10,6,
28733305,67,Ammunition Box,★★★★,IOP High-Capacity Ammo Box,-,-,0,0,-1,0,0,0%,0%,0,0,0,0%,0%,0%,1,0,0,0,
28733306,68,Ammunition Box,★★★★★,IOP Maximum Ammo Box,68869624,PKP,0,0,-2,0,0,0%,0%,0,0,0,0%,0%,0%,2,0,0,0,
28798746,66,Suppressor,★★★★★,AC4 Suppressor,-,-,0,0,6,0,0,0%,13%,0,0,0,0%,0%,0%,0,1,0,0,Locked
28865439,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
28973826,67,Ammunition Box,★★★★,IOP High-Capacity Ammo Box,-,-,0,0,-1,0,0,0%,0%,0,0,0,0%,0%,0%,1,1,0,0,
29013603,67,Ammunition Box,★★★★,IOP High-Capacity Ammo Box,-,-,0,0,-1,0,0,0%,0%,0,0,0,0%,0%,0%,1,1,0,0,
29192381,39,T-Exo,★★★★,IOP T3 Exoskeleton,-,-,-5,0,15,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
29221890,31,High-velocity,★★★★,JHP High-Velocity Ammo,-,-,5,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,
29221912,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
29262551,31,High-velocity,★★★★,JHP High-Velocity Ammo,-,-,5,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,
29334437,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,80%,0,0,0,0,
29376806,8,Holographic,★★★★★,EOT 518,-,-,4,7,0,0,-4,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
29413933,31,High-velocity,★★★★,JHP High-Velocity Ammo,-,-,5,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
29437694,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,78%,0,0,0,0,
29528764,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,80%,0,0,0,0,
29557467,31,High-velocity,★★★★,JHP High-Velocity Ammo,-,-,5,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
29602607,31,High-velocity,★★★★,JHP High-Velocity Ammo,-,-,5,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
29645704,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,78%,0,0,0,0,
29645750,157,Exclusive,★★★★★,LED Weapon Light,92853885,Gr MP5 Mod,5,8,10,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
29655235,40,T-Exo,★★★★★,IOP T4 Exoskeleton,-,-,-7,0,20,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
29701380,31,High-velocity,★★★★,JHP High-Velocity Ammo,-,-,5,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
29714382,39,T-Exo,★★★★,IOP T3 Exoskeleton,-,-,-5,0,15,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
29759330,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,76%,0,0,0,0,
29825358,62,Exclusive,★★★★★,GSG UX Exoskeleton,92853885,Gr MP5 Mod,-6,0,58,0,0,0%,0%,0,0,0,0%,0%,0%,0,30000,10,26,Locked
29826914,4,Optical,★★★★★,VFL 6-24X56,32681875,Elphelt,0,0,0,0,0,0%,19%,0,0,0,0%,0%,0%,0,1,0,0,
29851743,39,T-Exo,★★★★,IOP T3 Exoskeleton,-,-,-5,0,14,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
29851744,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,80%,0,0,0,0,
29861578,89,Camouflage Cape,★★★★,Urban Camouflage Cape,-,-,0,0,0,-3,0,8%,0%,0,0,0,0%,0%,0%,0,0,0,0,
29891311,67,Ammunition Box,★★★★,IOP High-Capacity Ammo Box,-,-,0,0,-1,0,0,0%,0%,0,0,0,0%,0%,0%,1,1,0,0,
29914179,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,80%,0,0,0,0,
29922953,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
29936371,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,78%,0,0,0,0,
29977695,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
29993029,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,79%,0,0,0,0,
30100181,8,Holographic,★★★★★,EOT 518,-,-,4,6,0,0,-4,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
30101233,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,78%,0,0,0,0,
30119433,4,Optical,★★★★★,VFL 6-24X56,-,-,0,0,0,0,0,0%,19%,0,0,0,0%,0%,0%,0,0,0,0,Locked
30135365,72,Hollow-point,★★★★★,ILM Hollow-Point Ammo,-,-,7,0,0,0,0,0%,0%,-9,0,0,0%,0%,0%,0,1,0,0,Locked
30135366,20,Armor-piercing,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,0,0,0,0,0,0%,0%,165,0,0,0%,0%,0%,0,10000,10,0,Locked
30209635,39,T-Exo,★★★★,IOP T3 Exoskeleton,-,-,-5,0,14,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
30267211,90,Camouflage Cape,★★★★★,Thermoptic Camouflage Cape,-,-,0,0,0,-3,0,12%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
30480187,174,Exclusive,★★★★★,FRAG-12 High Explosive Rounds,-,-,9,13,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,1326,2,0,Locked
30664667,4,Optical,★★★★★,VFL 6-24X56,82390453,SPAS-12,0,0,0,0,0,0%,17%,0,0,0,0%,0%,0%,0,0,0,0,
30715305,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,10%,0,0,0,0%,0%,0%,0,0,0,0,
30715306,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,77%,0,0,0,0,
30768445,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,79%,0,0,0,0,
30842741,90,Camouflage Cape,★★★★★,Thermoptic Camouflage Cape,-,-,0,0,0,-3,0,11%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
30842742,44,Armor Plate,★★★★★,Type 3 Armor Plate,53869239,S.A.T.8,0,0,-2,0,0,0%,0%,0,11,0,0%,0%,0%,0,10000,10,2,Locked
31257363,58,X-Exo,★★★★★,IOP X4 Exoskeleton,722757,416 Mod,0,0,8,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
31394411,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,79%,0,0,0,0,
31394412,8,Holographic,★★★★★,EOT 518,-,-,4,7,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
31477920,66,Suppressor,★★★★★,AC4 Suppressor,-,-,0,0,7,0,0,0%,13%,0,0,0,0%,0%,0%,0,1,0,0,Locked
31627987,39,T-Exo,★★★★,IOP T3 Exoskeleton,-,-,-5,0,15,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
31628010,19,Armor-piercing,★★★★,Mk169 Armor-Piercing Ammo,-,-,0,0,0,0,0,0%,0%,95,0,0,0%,0%,0%,0,1,0,0,
31662505,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,80%,0,0,0,0,
31700738,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,81%,0,0,0,0,
31700744,8,Holographic,★★★★★,EOT 518,-,-,4,6,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
31700766,76,Buckshot,★★★★★,#000 Buckshot,53869239,S.A.T.8,8,0,0,0,0,10%,0%,0,0,0,0%,0%,0%,0,0,0,0,
31805797,8,Holographic,★★★★★,EOT 518,-,-,4,7,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,
31859108,8,Holographic,★★★★★,EOT 518,-,-,5,7,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
31859109,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,78%,0,0,0,0,
32034903,20,Armor-piercing,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,77201284,Negev,0,0,0,0,0,0%,0%,116,0,0,0%,0%,0%,0,1,0,0,
32392875,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,80%,0,0,0,0,
32667122,252,Exclusive,★★★★★,Grimoire Vol. II,-,-,4,1,0,0,0,0%,23%,0,0,0,0%,0%,0%,0,1776,2,0,Locked
32689753,253,Exclusive,★★★★★,Miraculous Curry Ladle,-,-,3,0,21,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
32744356,254,Exclusive,★★★★★,Donut of Sweet Dreams,-,-,0,0,0,-3,0,22%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
32796037,255,Exclusive,★★★★★,Paper Bag Helmet,-,-,10,0,0,0,14,-50%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
32808863,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,10%,0,0,0,0%,0%,0%,0,0,0,0,
32808864,16,Night Equipment,★★★★★,PEQ-16A,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,91%,0,0,0,0,Locked
32816673,89,Camouflage Cape,★★★★,Urban Camouflage Cape,-,-,0,0,0,-3,0,8%,0%,0,0,0,0%,0%,0%,0,0,0,0,
32819233,251,Exclusive,★★★★★,Demonic Bell,-,-,0,15,3,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
32908891,210,Exclusive,★★★★★,SCW Buttstock,-,-,0,0,8,0,0,0%,15%,0,0,0,0%,0%,0%,0,1,0,16,Locked
32908892,221,Exclusive,★★★★★,Magnetic Accelerated Rounds,37848305,Type88 Mod,5,0,0,0,0,0%,0%,180,0,0,0%,0%,0%,0,30000,10,15,Locked
33051164,228,SLAP,★★★★,Mk900 SLAP,-,-,0,0,0,0,-5,0%,0%,193,0,0,0%,0%,0%,0,1,0,0,
33129033,211,Exclusive,★★★★★,Arisaka AP Rounds,-,-,4,0,0,0,0,0%,0%,115,0,0,0%,0%,0%,0,1,0,0,Locked
33281569,266,Exclusive,★★★★★,ImpulsIIA/C,-,-,0,0,25,0,0,0%,20%,0,0,0,0%,0%,0%,0,30000,10,6,Locked
33358383,229,SLAP,★★★★★,Mk1000 SLAP,-,-,0,0,0,0,-5,0%,0%,244,0,0,0%,0%,0%,0,0,0,0,Locked
33358384,228,SLAP,★★★★,Mk900 SLAP,-,-,0,0,0,0,-5,0%,0%,194,0,0,0%,0%,0%,0,0,0,0,
33358390,224,RMR,★★★★★,RMR T4 Red Dot Sight,-,-,0,10,0,0,0,0%,13%,0,0,0,0%,0%,0%,0,0,0,0,Locked
33382540,8,Holographic,★★★★★,EOT 518,-,-,4,6,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
33497383,228,SLAP,★★★★,Mk900 SLAP,-,-,0,0,0,0,-5,0%,0%,194,0,0,0%,0%,0%,0,0,0,0,
33497385,228,SLAP,★★★★,Mk900 SLAP,-,-,0,0,0,0,-5,0%,0%,195,0,0,0%,0%,0%,0,0,0,0,
33528764,192,Exclusive,★★★★★,Beloved Dangle,34251054,RO635 Mod,-6,0,45,0,0,0%,0%,0,0,0,0%,0%,0%,0,30000,10,6,Locked
